size,current,naive,protty,multi,streaming,swar
2,13.730951944986979,7.073132832845052,7.043790181477864,7.0041758219401045,7.0575815836588545,7.0431060791015625
4,15.662564364346592,9.002034505208334,7.040364583333333,7.043983459472656,7.0441843668619795,7.016693115234375
6,18.21874321831597,11.07413330078125,7.038897196451823,7.0038808186848955,7.0403696695963545,7.0643310546875
8,19.506456163194443,13.0087890625,16.00552978515625,16.653204345703124,16.265875244140624,15.5308837890625
10,19.50204128689236,15.092540394176137,16.5783203125,16.578558349609374,16.55108642578125,21.1246337890625
12,22.1279052734375,17.096661376953126,16.505078125,16.628082275390625,16.621270751953126,23.13592529296875
14,23.521013532366073,19.15252007378472,16.598748779296876,16.644049072265624,16.50509033203125,25.243999774639423
16,25.68390362079327,21.124603271484375,16.021954345703126,16.10458984375,16.11961669921875,23.022024972098215
18,20.52306365966797,23.147757393973215,33.75948486328125,39.42034233940972,39.503824869791664,28.647410074869793
20,22.975385393415177,25.849280724158653,33.57169189453125,38.72185601128472,39.68798828125,30.6533203125
22,24.520028250558035,27.061665852864582,33.67120361328125,38.71662055121528,39.699462890625,32.5115478515625
24,26.698577880859375,29.161565607244317,32.5106201171875,37.50794813368056,38.7171630859375,30.678932883522727
26,27.204844156901043,31.011408025568183,33.67451171875,39.14336480034722,39.714070638020836,36.119235568576386
28,29.015187581380207,34.27735595703125,34.43321533203125,38.731770833333336,40.004425048828125,38.29359266493056
30,31.818104137073863,35.73167588975694,33.5101806640625,38.91061580882353,42.79444885253906,40.52793884277344
32,33.3294189453125,34.40554327713816,32.7369140625,38.102091471354164,39.339240579044116,39.03099149816177
34,30.004538796164773,36.761393229166664,36.50733778211806,43.871435546875,43.878336588541664,45.03015950520833
36,31.014825994318183,38.8314208984375,36.87042914496528,46.323695591517854,43.982259114583336,47.10035923549107
38,33.46512451171875,45.51474266721491,36.507907443576386,42.92054036458333,44.37722981770833,48.647705078125
40,35.01070556640625,44.999107663170165,35.793212890625,41.80729675292969,42.882958984375,45.54222005208333
42,36.03736707899306,44.98946940104167,36.710300021701386,42.5908203125,44.21259765625,51.39235276442308
44,37.948201497395836,46.53831263950893,36.72333441840278,42.9900390625,44.91622721354167,54.1397705078125
46,39.43446180555556,48.803989955357146,36.797946506076386,42.97561848958333,43.82449544270833,62.43201171875
48,41.04554748535156,51.22761418269231,35.7530517578125,42.708333333333336,42.54618835449219,53.493408203125
50,36.88713921440972,53.374532063802086,39.78868272569444,47.659737723214285,47.865670340401785,58.92578125
52,38.853312174479164,54.532572428385414,40.50447082519531,47.064854213169646,47.54502650669643,60.98219992897727
54,41.14411926269531,56.92462158203125,40.40821838378906,46.936697823660715,47.841482979910715,63.21792879971591
56,42.54499816894531,60.43936434659091,38.823038736979164,45.856846400669646,46.543021065848215,61.51322798295455
58,44.5681640625,62.31989080255682,39.83661566840278,46.543021065848215,48.946812220982146,80.53095160590277
60,52.67369666466346,62.52308238636363,39.83302137586806,47.00111607142857,48.461181640625,68.0194580078125
62,48.11512974330357,65.2578857421875,39.847073025173614,47.070887974330354,52.01357797475961,72.44297960069444
64,49.60317758413461,51.53235802283654,38.611775716145836,50.22657953306686,46.54432896205357,42.85045572916667
66,45.50094401041667,60.55689290364583,42.54502868652344,43.325537109375,44.774739583333336,53.283447265625
68,46.903860909598215,56.20635986328125,43.179117838541664,46.54830616918103,44.45113932291667,50.62090594951923
70,49.0306396484375,60.30437677556818,43.34498697916667,43.044498697916666,44.906819661458336,52.36239858774039
72,52.03228290264423,60.14992453835227,41.853118896484375,42.37013244628906,43.69361979166667,51.09763746995192
74,65.1423828125,62.41290838068182,42.85169270833333,43.297444661458336,44.89684244791667,57.36285400390625
76,52.97201772836539,64.0221435546875,42.79347330729167,43.7224609375,44.045475260416666,59.08121004971591
78,55.062337239583336,66.573388671875,42.73147786458333,45.261783854166666,45.942714146205354,60.58527166193182
80,56.530253092447914,68.0157470703125,43.43507486979167,42.38597106933594,43.80003255208333,58.49387428977273
82,52.39058743990385,70.5857666015625,45.972900390625,47.860299246651785,48.911952427455354,65.021240234375
84,54.034891764322914,73.41539171006944,45.859566824776785,48.429042271205354,49.37849308894231,66.1113525390625
