size,current,naive,protty,multi,streaming,swar
2,0.1456563250685746,0.28276013575098274,0.28393804308071796,0.2855439456181463,0.28338319242824,0.28396562220387933
4,0.2553860215320412,0.4443439977580299,0.5681523950434622,0.5678605043600511,0.5678443083939194,0.5700691100933791
6,0.32933116890126535,0.5418031223785897,0.852406255204933,0.8566679181623493,0.8522279768789468,0.849337319209967
8,0.4101206253494019,0.614968846182719,0.49982725391691263,0.4803880282694164,0.49182720756952814,0.5151026888523843
10,0.5127668356809993,0.6625789786760332,0.603197417561056,0.6031887567736324,0.6041899451641572,0.4733809873275817
12,0.5423016707507732,0.7018914240283429,0.7270489669372588,0.721670713510954,0.7219664596697523,0.5186738739879544
14,0.5952124461276004,0.7309743023928582,0.843437067826569,0.8411414758040178,0.8482231674206805,0.5545872335993542
16,0.6229582635190494,0.7574106739130121,0.9986297335999454,0.9935055878625442,0.9925794327836253,0.6949866494972257
18,0.8770620360825413,0.7776131265608697,0.5331834911846606,0.4566170391170056,0.4556520807625514,0.6283290514904186
20,0.8704968233408641,0.7737159193488918,0.5957400080648886,0.5165041674183023,0.5039308079378945,0.652457867405779
22,0.8972257199377133,0.8129580832020811,0.6533772968936084,0.5682314129379621,0.5541636686776255,0.6766826390562849
24,0.898924283798875,0.8230010803685355,0.7382203081174646,0.6398643805964158,0.619880127754429,0.7822957888111585
26,0.9557121463386361,0.838401145106459,0.7720973125654315,0.6642249620750378,0.6546798044698174,0.7198380472542424
28,0.9650118553074019,0.8168658059594709,0.8131683239570485,0.7229207288374907,0.6999225702112727,0.73119281977537
30,0.9428594447600842,0.8395911821365194,0.895250321111311,0.7709978209390631,0.7010255022415145,0.7402300945129194
32,0.9601127476151375,0.9300826829629923,0.9774898128426793,0.8398489102378586,0.8134371566147186,0.8198613146045007
34,1.133161893638103,0.92488333584224,0.9313196213571564,0.7749917361074785,0.7748698479349082,0.7550495128951842
36,1.160735191827131,0.9270842829613934,0.9763922155192996,0.7771400692519838,0.8185118437461837,0.7643253806198844
38,1.1355104920256083,0.8348943171631307,1.0408703938654844,0.8853569800662714,0.8562949998477922,0.7811262615363769
40,1.1425076802331318,0.8889065156449376,1.1175303016867997,0.9567707818180557,0.9327714539142355,0.8783058874656287
42,1.1654569521668159,0.9335517968795505,1.144093074019324,0.9861279893609703,0.949955492924148,0.8172422109671337
44,1.159475238978571,0.9454575704286705,1.1981482808366863,1.023492905787587,0.9796014209032802,0.8127112395803505
46,1.1664924001452832,0.9425458869669865,1.250069755724116,1.0703743568262951,1.049641291595375,0.7368015018837679
48,1.1694325679814688,0.936994641773054,1.3425427380338626,1.1239024390243901,1.1281856696554575,0.8973068198932951
50,1.3554859787138989,0.9367763625586771,1.25663873681627,1.0491035492133187,1.0445899878643652,0.8485250248591316
52,1.338367235371924,0.953558537299679,1.2838088966626873,1.1048584101520367,1.0937000948495867,0.8527078403298279
54,1.3124597382975434,0.9486229069117882,1.3363618135083055,1.1504857074282435,1.128727552669622,0.8541880606541268
56,1.3162534354244217,0.9265484606831191,1.4424424728675265,1.2211916953622488,1.2031879048154657,0.9103732942696118
58,1.3013773670071738,0.9306819901812218,1.4559469730759251,1.2461589014160181,1.1849597015255062,0.7202199755919525
60,1.1390884596913329,0.9596455854371966,1.5062879472243513,1.2765654311020351,1.238104354221978,0.8821005306027077
62,1.288575970402093,0.950076750033577,1.5559486630506374,1.3171623198145548,1.1919964442762705,0.8558455262572561
64,1.2902399224615433,1.241938123065093,1.6575254261936954,1.2742257305788731,1.3750332516809427,1.4935663789553968
66,1.4505193559256797,1.0898841871727944,1.5512975790026007,1.5233509935118286,1.4740454241428447,1.2386585963738665
