size,current,naive,protty,multi,streaming,swar
1,0.07394377718479739,0.11246602131314086,0.14145442471365818,0.1424139412215084,0.14237815431541778,0.14000736326159732
2,0.12251835644137418,0.18779010438474678,0.2851736754504611,0.28323010357070055,0.28043749893021586,0.28298316311494787
3,0.16828944835567336,0.2369887720961387,0.4249983697529915,0.4232971916256879,0.41122949688139254,0.4121398115889167
4,0.20334172914108337,0.27397274851031955,0.28555203269626545,0.28148713941744125,0.24398752214692337,0.2154546829350616
5,0.23232115071569964,0.30090001869605826,0.35392992040681204,0.34997990278573377,0.3515444798318949,0.24788486909790727
6,0.25320988703714536,0.3212013683993844,0.42484530836226203,0.4218821917955192,0.42531065054090056,0.26903512548988123
7,0.27428790089206706,0.3378478943606712,0.4781802007300999,0.4794384620792788,0.49972277081043515,0.27702816949037906
8,0.2768413211805971,0.3081043529330502,0.5650359437760382,0.5665308027783661,0.5677895769656044,0.5302807509740993
9,0.48532527227466593,0.305522058964799,0.4795181924411886,0.49554326067304216,0.49989396448883916,0.45847926709869286
10,0.4796240641948004,0.3266885300103758,0.5554220470791903,0.5554302064142516,0.5526200695796998,0.4613613614365279
11,0.4846266702424711,0.33849294161530163,0.6025319465081723,0.6067535265798067,0.6109644819189068,0.4631434419082758
12,0.4860127280789759,0.3448286748278645,0.6665350777404272,0.6665067075478983,0.662103152775938,0.4641127160765532
13,0.4828628266672712,0.35767212194670506,0.7174035080365684,0.7175987502756139,0.7154462320282636,0.4688739301806553
14,0.48467619897187464,0.3663152067060122,0.7775908659108665,0.7695080984608228,0.749950684656807,0.4576700679593441
15,0.48755168387628983,0.3745514994976337,0.8251831893697376,0.8196669065564014,0.8203095446136774,0.47600182134929864
16,0.43508446845581544,0.4353625807137353,0.905072735471032,0.9140555426542284,0.8936987934875374,0.7052910821616328
17,0.8883864321075553,0.43868587718730256,0.43208419287581773,0.38974239567987745,0.3665106654314898,0.6292232979733591
18,0.8561773483678422,0.43576415760308435,0.45843127921320426,0.4150209420606117,0.39096463943250975,0.6157551277622343
19,0.7909956523901328,0.44214279573052834,0.4743491234599741,0.4424590254651967,0.41027124076684857,0.6126527670726619
20,0.7931646746189688,0.4078919524491193,0.5040036668235526,0.45670518134406907,0.43436698495804343,0.6019276085060483
21,0.7718437127750023,0.4441993523420702,0.5331641850562043,0.4935539711690427,0.45255229219819454,0.5966480167918239
22,0.7498413768283271,0.4481040696241243,0.5521249110720036,0.506714051148249,0.4675196077123422,0.5944804028646196
23,0.7276516444148596,0.4414876647372297,0.5657566859802821,0.5270568296550029,0.4908344780079201,0.580114993686534
24,0.642096894117835,0.5069086607061957,0.6177453636790413,0.5732013750733874,0.5281959930379114,0.7869934840784589
25,0.9912137006701415,0.49903693967995955,0.6357547915292021,0.5875802659962667,0.5340513622109488,0.7116510919835373
26,0.9392327400314853,0.5094420507680187,0.6600991735537189,0.6059914031342787,0.5390253073029645,0.6435825802285386
