size,current,naive,protty,multi
336,8.504730224609375,12.357513427734375,10.426528930664062,8.800315856933594
344,14.262252807617188,13.182266235351562,8.8603515625,8.880363464355469
352,9.584388732910156,14.244537353515625,9.176605224609375,8.863632202148438
360,8.147140502929688,15.1171875,9.176933288574219,8.84722900390625
368,8.525070190429688,16.353988647460938,9.150688171386719,8.756027221679688
376,13.427001953125,17.459564208984375,10.388473510742188,8.875770568847656
384,9.403297424316406,29.360504150390625,11.318862915039062,11.278839111328125
392,16.310028076171875,19.543426513671875,9.543380737304688,9.723487854003906
400,8.436820983886719,20.53155517578125,9.768104553222656,9.865211486816406
408,8.487342834472656,21.301849365234375,9.464317321777344,9.5584716796875
416,9.371147155761719,22.3765869140625,9.465957641601562,9.598823547363281
424,8.595603942871094,23.23480224609375,9.647377014160156,9.626708984375
432,13.598251342773438,24.435516357421875,9.702491760253906,9.619491577148438
440,10.413406372070312,24.99847412109375,9.50335693359375,9.662467956542969
448,10.265777587890625,26.083709716796875,9.82879638671875,9.766792297363281
456,8.632347106933594,27.04034423828125,10.974395751953125,10.898941040039062
464,10.653549194335938,28.015350341796875,10.948806762695312,11.275558471679688
472,10.872039794921875,28.710845947265625,10.961273193359375,10.858917236328125
480,15.228729248046875,29.737030029296875,10.985549926757812,10.792648315429688
488,11.868698120117188,30.778961181640625,10.95208740234375,10.8759765625
496,9.343589782714844,31.80908203125,10.957992553710938,10.885818481445312
504,10.168670654296875,32.521636962890625,10.901565551757812,12.400161743164062
512,10.946182250976562,9.12017822265625,10.956024169921875,10.841201782226562
520,10.580718994140625,10.021041870117188,10.3983154296875,26.235183715820312
528,10.217880249023438,11.410064697265625,11.580657958984375,11.7210693359375
536,20.929168701171875,11.008514404296875,11.323455810546875,11.502578735351562
544,11.154830932617188,10.756561279296875,11.347732543945312,11.5006103515625
552,19.7100830078125,12.146240234375,11.654800415039062,11.61346435546875
560,12.94146728515625,12.839111328125,11.597061157226562,11.687606811523438
568,11.140396118164062,13.11993408203125,11.530136108398438,11.957275390625
576,11.599685668945312,13.551666259765625,12.376541137695312,11.732879638671875
584,11.885101318359375,14.42694091796875,12.788589477539062,12.703292846679688
592,13.65008544921875,15.100784301757812,12.670486450195312,12.932937622070312
600,22.118072509765625,16.151901245117188,15.39801025390625,15.197235107421875
608,13.91253662109375,16.723388671875,11.23028564453125,11.690231323242188
616,10.804458618164062,18.139312744140625,11.247344970703125,11.952682495117188
624,13.339080810546875,19.01983642578125,11.47698974609375,11.7578125
632,13.423721313476562,20.1982421875,11.454681396484375,11.818832397460938
640,14.3665771484375,21.517059326171875,11.496673583984375,11.77093505859375
648,45.2203369140625,22.7965087890625,12.525482177734375,12.579940795898438
656,13.289215087890625,23.978851318359375,14.722198486328125,12.541229248046875
664,21.918609619140625,25.157257080078125,12.465774536132812,12.562881469726562
672,12.965744018554688,25.619171142578125,12.473648071289062,12.509735107421875
680,12.476272583007812,35.653900146484375,13.751785278320312,15.568603515625
688,14.174331665039062,28.382781982421875,13.42437744140625,13.676986694335938
696,25.611297607421875,28.418212890625,13.484085083007812,13.7052001953125
704,15.254974365234375,29.078277587890625,14.300308227539062,13.892852783203125
712,25.90130615234375,30.1241455078125,15.15655517578125,14.97283935546875
720,24.726837158203125,30.7855224609375,14.982025146484375,14.914443969726562
728,15.863861083984375,32.43109130859375,15.128341674804688,15.120468139648438
736,25.839630126953125,33.028167724609375,15.142120361328125,15.16705322265625
744,14.501083374023438,33.8299560546875,87.34356689453125,21.905487060546875
752,30.645111083984375,34.692108154296875,14.959060668945312,14.978744506835938
760,23.249237060546875,37.866455078125,15.074539184570312,15.310089111328125
768,32.306427001953125,18.315155029296875,15.569915771484375,15.17755126953125
776,14.535858154296875,15.062728881835938,15.934722900390625,15.565322875976562
784,14.903945922851562,15.611907958984375,16.016082763671875,15.551544189453125
792,18.300064086914062,15.432785034179688,16.739791870117188,15.517425537109375
808,28.76727294921875,23.81744384765625,15.848114013671875,15.5528564453125
824,35.37583923339844,19.5001220703125,16.115158081054688,15.29302978515625
840,39.836151123046875,21.5997314453125,23.24530029296875,23.1954345703125
856,26.186065673828125,28.11639404296875,22.6705322265625,23.211181640625
872,40.90301513671875,33.44940185546875,22.766326904296875,23.241363525390625
888,47.608642578125,40.73504638671875,23.263671875,18.154403686523438
904,16.868392944335938,24.52606201171875,19.063796997070312,17.909011840820312
920,32.176513671875,26.671600341796875,19.114974975585938,18.359771728515625
936,29.210723876953125,44.79779052734375,24.396148681640625,24.62579345703125
952,29.653228759765625,40.85052490234375,29.94830322265625,17.527801513671875
968,17.756790161132812,31.660797119140625,20.333404541015625,18.647811889648438
984,33.251251220703125,33.625244140625,20.173309326171875,18.811843872070312
1000,33.466461181640625,35.681549072265625,20.16412353515625,18.822998046875
1016,32.860198974609375,39.460845947265625,20.3609619140625,18.716705322265625
1032,44.47760009765625,17.68658447265625,21.223114013671875,19.425979614257812
1048,20.23760986328125,18.555953979492188,21.283477783203125,19.418106079101562
1064,28.999542236328125,18.712112426757812,20.884552001953125,19.297378540039062
1080,33.886383056640625,18.630752563476562,20.54205322265625,19.189773559570312
1096,45.3043212890625,22.02752685546875,23.149505615234375,20.934417724609375
1112,22.440887451171875,21.5577392578125,21.805755615234375,21.1903076171875
1128,21.3687744140625,26.0771484375,21.867431640625,20.889801025390625
1144,25.228118896484375,24.3082275390625,21.47900390625,21.1798095703125
1160,22.976287841796875,27.0377197265625,22.304412841796875,22.44744873046875
1176,22.863433837890625,31.3314208984375,23.7833251953125,25.031280517578125
1192,23.514312744140625,31.023040771484375,24.571990966796875,22.455322265625
1208,22.96710205078125,35.661865234375,31.842071533203125,25.291107177734375
1224,18.260696411132812,34.232818603515625,22.7177734375,20.7598876953125
1240,24.396148681640625,35.8665771484375,24.7333984375,20.79925537109375
1256,19.708114624023438,38.06854248046875,23.295166015625,21.00396728515625
1272,38.266693115234375,40.21539306640625,23.16131591796875,23.44476318359375
1288,46.55621337890625,23.225616455078125,25.59161376953125,25.270111083984375
1304,41.63262939453125,22.259796142578125,25.52337646484375,23.598297119140625
1320,24.607421875,23.0274658203125,25.569305419921875,23.61273193359375
1336,40.12091064453125,23.63372802734375,25.598175048828125,23.540557861328125
1352,43.1312255859375,35.73797607421875,33.164642333984375,33.94805908203125
1368,1876.126953125,39.933258056640625,33.062286376953125,24.645477294921875
1384,40.313812255859375,26.878936767578125,27.401214599609375,25.33441162109375
1400,43.08660888671875,27.815887451171875,32.050537109375,24.81475830078125
1416,48.54034423828125,29.16619873046875,29.41290283203125,25.95904541015625
1432,28.067840576171875,31.212005615234375,30.030975341796875,25.994476318359375
1448,51.39056396484375,33.122650146484375,29.104522705078125,25.85931396484375
1464,46.09954833984375,35.524078369140625,29.58087158203125,25.850128173828125
1480,67.28460693359375,38.44384765625,30.424652099609375,27.21881103515625
1496,30.734344482421875,38.38348388671875,30.4390869140625,27.374969482421875
1512,73.3446044921875,40.87677001953125,30.280303955078125,28.87750244140625
1528,53.59515380859375,45.46966552734375,31.38916015625,26.78314208984375
1544,29.3577880859375,25.499755859375,31.322235107421875,27.11383056640625
1560,49.4090576171875,26.9117431640625,31.309112548828125,27.12957763671875
1576,32.198822021484375,28.103271484375,30.610992431640625,27.294921875
1592,64.39764404296875,28.51007080078125,31.25531005859375,27.1846923828125
1616,33.01898193359375,28.723968505859375,33.269622802734375,29.2528076171875
1640,30.582122802734375,30.608367919921875,31.6253662109375,31.525634765625
1664,30.868194580078125,31.9193115234375,31.757904052734375,30.44171142578125
1688,113.4681396484375,33.97430419921875,33.083282470703125,29.37353515625
1712,33.89031982421875,36.4334716796875,33.062286376953125,29.366973876953125
1736,34.50445556640625,39.392608642578125,33.8824462890625,30.524383544921875
1760,62.04345703125,42.49871826171875,37.28643798828125,41.42266845703125
1784,63.27960205078125,45.4827880859375,33.709228515625,30.715972900390625
1808,34.238067626953125,31.9298095703125,34.944061279296875,31.151641845703125
1832,34.2498779296875,30.813079833984375,38.429412841796875,31.3524169921875
1856,56.93878173828125,31.10308837890625,37.64599609375,31.427215576171875
1880,92.48779296875,31.820892333984375,36.30224609375,35.804901123046875
1904,59.5291748046875,34.190826416015625,35.978118896484375,33.587188720703125
1928,80.22607421875,37.19195556640625,37.324493408203125,49.27239990234375
1952,56.41387939453125,37.63287353515625,36.521392822265625,33.214508056640625
1976,54.02032470703125,40.8111572265625,36.025360107421875,43.25457763671875
2000,73.72515869140625,42.422607421875,38.18927001953125,34.765594482421875
2024,109.78857421875,45.739990234375,40.28363037109375,34.4283447265625
2048,67.43682861328125,31.162139892578125,38.886077880859375,35.450592041015625
2072,62.3216552734375,33.209259033203125,42.8897705078125,33.944122314453125
2096,63.1982421875,34.699981689453125,41.46990966796875,48.9027099609375
2120,59.15386962890625,34.440155029296875,38.79815673828125,32.631866455078125
2144,83.2547607421875,35.53851318359375,39.143280029296875,32.637115478515625
2168,82.13671875,40.3125,38.382171630859375,32.9901123046875
2192,55.1514892578125,40.37286376953125,40.76129150390625,35.49127197265625
2216,33.723663330078125,42.065673828125,42.11029052734375,34.402099609375
2240,78.5936279296875,44.0235595703125,41.1051025390625,34.723602294921875
2264,82.546142578125,46.97088623046875,41.28094482421875,35.715667724609375
2288,38.964813232421875,49.9234619140625,44.931640625,38.240447998046875
2312,41.71136474609375,39.252197265625,47.3409423828125,39.77447509765625
2336,41.71923828125,38.408416748046875,47.27008056640625,38.034423828125
2360,43.13909912109375,40.50408935546875,47.02862548828125,37.82183837890625
2384,43.85296630859375,42.16802978515625,54.02557373046875,40.60906982421875
2416,88.4407958984375,42.905517578125,48.50360107421875,40.57232666015625
2448,93.779052734375,44.6639404296875,55.0675048828125,40.97650146484375
2480,90.1204833984375,47.251708984375,49.67413330078125,50.62158203125
2512,93.9522705078125,49.7554931640625,53.36419677734375,43.74798583984375
2544,72.4417724609375,61.00677490234375,53.20672607421875,43.65087890625
2576,104.728515625,40.81640625,53.9442138671875,41.82159423828125
2608,91.8841552734375,44.38836669921875,54.95465087890625,42.2388916015625
2640,78.304931640625,46.07855224609375,58.0489501953125,45.73736572265625
2672,92.393310546875,48.91302490234375,58.04632568359375,43.84246826171875
2704,50.03369140625,48.721435546875,59.765380859375,46.4696044921875
2736,98.356201171875,52.34326171875,59.2142333984375,62.95941162109375
2768,52.2750244140625,54.3798828125,61.25347900390625,46.1441650390625
2800,52.08343505859375,54.61871337890625,61.1668701171875,47.21759033203125
2832,52.24615478515625,48.29364013671875,60.33489990234375,47.3304443359375
2864,99.9151611328125,49.9024658203125,60.08294677734375,50.63995361328125
2896,116.433837890625,52.164794921875,62.67333984375,50.7318115234375
2928,109.421142578125,54.48223876953125,63.2664794921875,49.3040771484375
2960,72.87744140625,57.1881103515625,98.53466796875,49.95233154296875
2992,72.50213623046875,59.198486328125,69.70965576171875,49.9654541015625
3024,117.326171875,63.34521484375,64.60235595703125,54.94415283203125
3056,95.3642578125,62.5421142578125,65.08001708984375,51.7291259765625
3088,75.75653076171875,54.873291015625,65.95660400390625,51.32757568359375
3120,119.877197265625,54.7998046875,67.41583251953125,51.32757568359375
3152,94.46142578125,57.32720947265625,67.66778564453125,59.54229736328125
3184,105.76519775390625,60.710205078125,66.31353759765625,59.16436767578125
3224,105.998779296875,65.57342529296875,68.016845703125,55.28533935546875
3264,60.00421142578125,68.7569580078125,69.64404296875,55.503173828125
3304,103.8834228515625,72.61761474609375,68.919677734375,60.57635498046875
3344,171.89501953125,57.6920166015625,67.89349365234375,62.63134765625
3384,117.0374755859375,61.0723876953125,68.52337646484375,56.741943359375
3424,106.42919921875,99.37451171875,71.481201171875,58.6683349609375
3464,166.719482421875,69.26611328125,68.83831787109375,60.773193359375
3504,100.2353515625,69.56793212890625,68.58636474609375,59.45306396484375
3544,122.1815185546875,73.05853271484375,71.08489990234375,60.647216796875
3584,135.5665283203125,57.89410400390625,71.72265625,63.13787841796875
3624,66.1376953125,63.12213134765625,69.26873779296875,59.95697021484375
3664,111.058837890625,68.32391357421875,69.9327392578125,89.0601806640625
3704,87.3804931640625,70.599365234375,70.3106689453125,66.2584228515625
3744,85.81103515625,75.36285400390625,75.554443359375,67.4447021484375
3784,108.5078125,78.2261962890625,76.509765625,66.2584228515625
3824,69.9852294921875,83.2967529296875,74.54925537109375,66.06683349609375
3864,111.4735107421875,65.93035888671875,73.4443359375,65.0931396484375
3904,91.049560546875,75.0081787109375,73.69366455078125,65.12725830078125
3944,98.9808349609375,72.28692626953125,74.9508056640625,69.05877685546875
3984,88.5457763671875,75.79327392578125,78.136962890625,70.31854248046875
4032,72.71734619140625,81.9739990234375,84.82421875,71.9903564453125
4080,97.505859375,86.4146728515625,77.0189208984375,69.9117431640625
4128,102.5501708984375,68.0010986328125,81.69580078125,70.73846435546875
4176,117.7408447265625,69.3868408203125,100.056884765625,70.28179931640625
4224,143.8284912109375,72.1688232421875,82.53564453125,75.890380859375
4272,123.1473388671875,72.12420654296875,87.060302734375,73.12677001953125
4320,82.8873291015625,75.15289306640625,84.1890869140625,75.67254638671875
4368,98.59765625,68.835693359375,97.1016845703125,73.39447021484375
4416,78.29180908203125,72.1478271484375,86.50390625,73.29998779296875
4464,312.412841796875,98.74462890625,180.492919921875,74.5938720703125
4512,187.778564453125,75.57281494140625,89.3121337890625,75.22113037109375
4560,145.4031982421875,81.664306640625,91.56396484375,78.42828369140625
4608,120.9952392578125,68.667724609375,91.7109375,77.98211669921875
4656,176.776611328125,75.1607666015625,91.375,75.7591552734375
4704,106.0775146484375,76.21319580078125,93.4273681640625,94.99945068359375
4752,111.4945068359375,80.320556640625,99.6317138671875,80.2103271484375
4808,151.6705322265625,80.299560546875,97.10693359375,80.5147705078125
4864,113.294921875,72.23443603515625,97.10693359375,84.897705078125
4920,105.736328125,86.8450927734375,99.1068115234375,80.9451904296875
4976,105.1536865234375,81.8795166015625,99.4217529296875,78.3311767578125
5032,107.300537109375,83.406982421875,101.47412109375,82.9765625
5088,170.4462890625,85.8897705078125,134.6531982421875,105.9095458984375
5144,133.1624755859375,103.1800537109375,173.5379638671875,105.8045654296875
5200,248.005859375,100.8179931640625,106.0250244140625,110.7701416015625
5256,179.107177734375,92.21484375,104.214111328125,85.443603515625
5312,166.236572265625,86.1259765625,107.762451171875,85.4541015625
5368,145.7286376953125,90.9708251953125,108.6495361328125,87.7794189453125
5424,173.91064453125,100.3245849609375,109.41064453125,86.031494140625
5480,116.0821533203125,95.689697265625,112.37109375,87.02880859375
5536,116.7330322265625,89.86328125,117.2999267578125,88.8817138671875
5592,195.379150390625,90.8553466796875,116.38134765625,90.7608642578125
5656,140.58984375,99.909912109375,117.3629150390625,89.6270751953125
5720,203.51513671875,107.6417236328125,118.1712646484375,87.6324462890625
5784,294.93212890625,94.3302001953125,116.1661376953125,90.5299072265625
5848,103.5159912109375,93.9102783203125,121.1317138671875,91.14404296875
5912,153.3397216796875,105.1956787109375,127.5250244140625,90.5404052734375
5976,118.869384765625,101.2169189453125,125.147216796875,92.5560302734375
6040,229.014892578125,103.9989013671875,123.8717041015625,93.6268310546875
6104,108.9854736328125,96.60302734375,128.5118408203125,92.6190185546875
6168,149.1142578125,94.29345703125,131.2255859375,93.821044921875
6232,139.2303466796875,112.89599609375,130.921142578125,94.618896484375
6296,130.417236328125,113.6990966796875,130.0340576171875,96.004638671875
6360,170.3623046875,99.657958984375,133.818603515625,100.29833984375
6432,133.839599609375,113.6781005859375,134.5009765625,95.6004638671875
6504,150.2952880859375,111.84619140625,136.7213134765625,109.57861328125
6576,252.18408203125,101.5423583984375,191.538330078125,95.962646484375
6648,162.499267578125,114.0133056640625,132.5745849609375,100.4925537109375
6720,169.448974609375,117.05322265625,140.5321044921875,97.6160888671875
6792,220.962890625,118.3287353515625,150.8936767578125,101.72607421875
6864,183.673828125,110.218994140625,151.2138671875,102.954345703125
6936,163.03466796875,118.2972412109375,148.2061767578125,101.01220703125
7008,272.308837890625,137.6031494140625,188.8021240234375,103.9044189453125
7080,220.154541015625,107.0748291015625,165.11328125,112.5548095703125
7152,171.6220703125,108.6495361328125,151.36083984375,109.49462890625
7232,195.988037109375,122.4754638671875,154.111328125,106.7178955078125
7312,184.944091796875,118.7276611328125,154.604736328125,108.9014892578125
7392,248.101806640625,114.7069091796875,144.1644287109375,105.599853515625
7472,275.479248046875,125.3729248046875,142.930908203125,104.0986328125
7552,254.9345703125,131.4407958984375,146.899169921875,105.8360595703125
7632,201.75146484375,123.3887939453125,150.5419921875,111.1953125
7712,201.24755859375,120.5858154296875,152.400146484375,108.476318359375
7792,242.6728515625,139.078125,153.607421875,110.1192626953125
7872,219.26220703125,125.8348388671875,160.05322265625,116.2606201171875
7952,334.11083984375,115.3682861328125,160.840576171875,109.28466796875
8040,194.266357421875,138.521728515625,161.197509765625,111.17431640625
8128,198.213623046875,128.47509765625,166.05810546875,113.956298828125
8216,296.979248046875,128.296630859375,180.83935546875,118.1502685546875
8304,197.3212890625,133.419677734375,180.88134765625,116.328857421875
8392,220.1650390625,123.3048095703125,206.150146484375,122.0712890625
8480,192.208740234375,135.939208984375,186.707763671875,122.711669921875
8568,231.6708984375,137.5086669921875,196.135009765625,124.0396728515625
8656,330.982421875,126.0867919921875,261.69677734375,119.7144775390625
8744,224.25927734375,133.97607421875,178.834228515625,119.352294921875
8840,305.64013671875,151.9434814453125,197.9931640625,121.6146240234375
8936,197.30029296875,133.13623046875,183.117431640625,122.9898681640625
9032,282.92236328125,147.70751953125,186.602783203125,121.451904296875
9128,179.0966796875,133.0784912109375,200.565185546875,128.3753662109375
9224,332.13720703125,131.6087646484375,200.691162109375,131.047119140625
9320,246.063720703125,149.1614990234375,205.226318359375,130.4329833984375
9416,320.79931640625,137.4404296875,208.081787109375,134.847412109375
9512,342.76123046875,149.4344482421875,211.000244140625,805.3681640625
9616,234.242919921875,164.0897216796875,213.13134765625,135.2568359375
9720,270.692138671875,141.8863525390625,214.2861328125,138.374755859375
9824,246.2421875,156.3421630859375,213.82421875,219.902587890625
9928,302.17578125,142.54248046875,220.301513671875,138.994140625
10032,347.75830078125,161.7591552734375,222.821044921875,138.920654296875
10136,268.004638671875,161.0400390625,224.878662109375,166.908447265625
10240,377.69873046875,137.29345703125,244.2265625,146.899169921875
10344,314.951904296875,167.181396484375,235.754638671875,149.84912109375
10456,331.42333984375,162.76171875,193.804443359375,202.244873046875
10568,2816.8359375,166.320556640625,246.231689453125,175.5430908203125
10680,323.40283203125,159.2081298828125,246.2421875,189.4844970703125
10792,435.87890625,172.325439453125,307.624267578125,147.445068359375
10904,253.716796875,249.318115234375,251.2392578125,172.23095703125
11016,294.312744140625,163.4913330078125,249.360107421875,254.000244140625
11128,363.1904296875,176.89208984375,376.52294921875,153.6441650390625
11248,241.108642578125,228.489990234375,251.669677734375,171.580078125
11368,631.28955078125,177.375,252.10009765625,155.81201171875
11488,331.08740234375,223.996826171875,245.265869140625,151.3660888671875
11608,332.17919921875,181.30126953125,260.718994140625,155.05615234375
11728,383.892578125,180.41943359375,249.03466796875,161.008544921875
11848,283.36328125,182.18310546875,250.609375,161.344482421875
11968,261.75830078125,188.62890625,279.751953125,163.968994140625
12096,272.224853515625,190.6025390625,269.73681640625,191.032958984375
12224,373.4365234375,171.044677734375,272.697265625,167.538330078125
12352,402.34814453125,186.61328125,277.1484375,168.735107421875
12480,367.1796875,199.620361328125,438.46142578125,180.786865234375
12608,303.341064453125,209.0791015625,300.968505859375,173.931640625
12736,361.99365234375,181.773681640625,285.546875,181.59521484375
12872,331.2763671875,192.240234375,298.564453125,177.3330078125
13008,406.4423828125,185.804931640625,292.24462890625,179.32763671875
13144,423.55419921875,204.9638671875,305.22021484375,182.51904296875
13280,484.7158203125,183.73681640625,298.889892578125,182.35107421875
13416,233.66552734375,201.803955078125,336.16845703125,183.411376953125
13552,312.0439453125,187.946533203125,304.117919921875,218.285888671875
13696,445.1171875,223.62939453125,317.282470703125,197.97216796875
13840,407.26123046875,229.833740234375,317.43994140625,199.23193359375
13984,409.27685546875,209.10009765625,344.5458984375,190.70751953125
14128,333.01904296875,204.98486328125,352.1884765625,210.90576171875
14272,513.732421875,238.7353515625,321.544677734375,190.109130859375
14424,386.60107421875,212.3125,325.439453125,197.59423828125
14576,496.935546875,226.56884765625,329.65966796875,197.951171875
14728,400.83642578125,221.246337890625,422.525390625,192.754638671875
14880,359.76806640625,202.475830078125,351.28564453125,198.03515625
15032,435.3330078125,226.369384765625,324.1376953125,202.307861328125
15184,322.080078125,221.7607421875,332.22119140625,204.0400390625
15344,452.8017578125,209.236572265625,335.74853515625,207.021484375
15504,420.32080078125,231.39794921875,338.9609375,207.892822265625
15664,392.06005859375,221.61376953125,340.7666015625,217.87646484375
15824,449.31640625,236.39501953125,348.787109375,212.092041015625
15984,385.59326171875,280.443359375,355.82080078125,215.60888671875
16152,429.83203125,219.4091796875,368.25048828125,217.939453125
16320,570.169921875,222.70556640625,370.4970703125,220.5849609375
16488,588.16357421875,240.53125,438.0205078125,226.7578125
16656,819.48046875,231.555419921875,380.4912109375,225.424560546875
16832,460.08740234375,234.92529296875,383.07373046875,226.453369140625
17008,528.7236328125,245.664794921875,386.60107421875,229.455810546875
17184,690.8134765625,247.995361328125,376.06103515625,230.631591796875
17360,560.2177734375,246.38916015625,397.51904296875,233.87548828125
17536,653.986328125,261.42236328125,400.857421875,233.529052734375
17720,704.9228515625,300.674560546875,403.90185546875,237.927734375
17904,490.23779296875,239.859375,396.17529296875,235.59716796875
18088,428.0263671875,260.760986328125,404.69970703125,238.673095703125
18272,525.40625,258.4619140625,407.17724609375,241.68603515625
18464,532.6708984375,248.677734375,411.29248046875,243.565185546875
18656,399.78662109375,256.5302734375,416.49951171875,247.407470703125
18848,534.87548828125,272.413818359375,423.533203125,249.58056640625
19040,383.80859375,268.403564453125,446.5869140625,251.93212890625
19240,579.32421875,262.3671875,429.8740234375,254.87158203125
19440,594.96630859375,255.616943359375,436.88671875,256.6982421875
19640,400.0595703125,280.33984375,443.26953125,388.8896484375
19840,652.89453125,280.759765625,454.41845703125,263.89990234375
20048,469.24169921875,277.641845703125,524.20947265625,266.50341796875
20256,531.5791015625,274.544921875,466.13427734375,268.24609375
20464,517.8056640625,281.820068359375,471.25732421875,273.904541015625
20672,440.22509765625,277.956787109375,473.27294921875,274.135498046875
20888,649.451171875,360.0830078125,701.27099609375,277.557861328125
21104,441.337890625,306.60595703125,484.94677734375,280.707275390625
21320,523.24365234375,303.593017578125,491.4765625,283.9931640625
21536,493.408203125,286.6806640625,645.2099609375,270.923095703125
21760,512.13671875,263.47998046875,489.796875,359.18017578125
21984,712.2294921875,287.321044921875,503.822265625,285.71484375
22208,603.70068359375,298.6484375,503.06640625,306.910400390625
22440,748.1328125,318.97265625,522.19384765625,328.8408203125
22672,611.8681640625,315.697265625,520.703125,300.49609375
22904,865.9208984375,317.5869140625,508.21044921875,299.9921875
23136,520.59814453125,322.6259765625,551.08447265625,313.5556640625
23376,706.056640625,341.83740234375,542.203125,308.55859375
23616,591.27099609375,330.0166015625,547.07421875,326.1953125
23856,741.24609375,320.42138671875,550.16064453125,314.364013671875
24104,843.3291015625,320.21142578125,555.80859375,320.725830078125
24352,695.138671875,323.759765625,564.20703125,321.66015625
24600,869.9521484375,322.22705078125,571.07275390625,325.54443359375
24856,642.396484375,309.08349609375,573.0673828125,427.29150390625
25112,775.2177734375,312.001953125,582.95654296875,331.46533203125
25368,718.654296875,337.28125,589.6123046875,378.28369140625
25632,651.3828125,359.60009765625,596.56201171875,347.1494140625
25896,663.1826171875,342.80322265625,596.93994140625,341.45947265625
26160,749.140625,345.23876953125,607.5849609375,351.2646484375
26432,771.1025390625,352.9443359375,611.91015625,353.3642578125
26704,715.798828125,358.193359375,634.90087890625,366.255859375
26976,802.638671875,362.24560546875,605.4013671875,356.66064453125
27256,780.0048828125,368.439453125,606.80810546875,361.1328125
27536,748.2587890625,443.3115234375,642.1025390625,363.736328125
27816,776.099609375,377.74072265625,647.939453125,420.59375
28104,798.5654296875,366.15087890625,656.8837890625,371.65185546875
28392,870.7080078125,363.904296875,664.98828125,375.830078125
28680,761.1923828125,355.8837890625,670.1533203125,374.90625
28976,787.857421875,381.4990234375,677.1240234375,382.90576171875
29272,794.408203125,389.3095703125,1630.5986328125,385.59326171875
29568,832.3271484375,396.5322265625,688.6298828125,391.53515625
29872,767.5751953125,398.0439453125,550.4755859375,389.939453125
30176,2843.447265625,450.7021484375,562.1494140625,560.40673828125
30488,834.0068359375,393.970703125,716.974609375,393.466796875
30800,778.1572265625,406.37939453125,801.720703125,401.94921875
31112,826.57421875,415.470703125,733.771484375,411.775390625
31432,989.587890625,408.5,739.4404296875,431.9736328125
31752,913.330078125,396.88916015625,744.689453125,413.0771484375
32080,803.7724609375,422.357421875,753.0458984375,420.509765625
32408,963.63671875,429.5380859375,770.5146484375,416.0166015625
32736,945.580078125,413.18212890625,753.927734375,433.86328125
