size,current,naive,protty
318,29.5703125,15.7236328125,1.85546875
322,28.505859375,14.541015625,1.953125
326,28.5166015625,15.146484375,2.041015625
330,28.076171875,15.8994140625,1.93359375
334,30.9677734375,16.46484375,1.9140625
338,29.53125,15.1083984375,2.01171875
342,31.7978515625,15.859375,1.9140625
346,32.7841796875,16.6015625,2.03125
350,31.884765625,17.2763671875,2.01171875
354,31.50390625,15.693359375,2.041015625
358,31.3974609375,16.4853515625,1.943359375
362,31.982421875,17.177734375,1.943359375
366,31.0068359375,17.763671875,2.021484375
370,31.2021484375,16.4453125,1.93359375
374,33.9560546875,17.2265625,1.923828125
378,32.32421875,17.9501953125,2.001953125
382,32.6083984375,18.603515625,2.021484375
386,33.1640625,17.0703125,2.40234375
390,74.2109375,17.83203125,2.421875
394,33.22265625,18.4765625,2.333984375
398,36.0849609375,19.2392578125,2.314453125
403,35.1083984375,17.8125,2.32421875
408,35.947265625,18.59375,2.412109375
413,36.7490234375,19.5322265625,2.3046875
418,36.4462890625,18.330078125,2.294921875
423,36.1630859375,19.0537109375,2.333984375
428,35.6259765625,20.087890625,2.3544921875
433,35.1181640625,18.6142578125,2.294921875
438,40.1572265625,19.55078125,2.431640625
443,40.05859375,20.654296875,2.353515625
448,38.271484375,18.681640625,2.34375
453,38.4375,19.82421875,2.48046875
458,38.7900390625,20.7724609375,2.490234375
463,40.0302734375,21.7880859375,2.431640625
468,38.7314453125,20.576171875,2.48046875
473,38.6923828125,21.318359375,2.431640625
478,38.26171875,22.236328125,2.431640625
483,39.306640625,20.95703125,2.48046875
488,38.4580078125,21.7587890625,2.40234375
493,41.1923828125,22.6376953125,2.421875
498,39.8935546875,21.0654296875,2.470703125
504,39.7080078125,22.4326171875,2.470703125
510,39.4052734375,23.5849609375,2.431640625
516,41.8759765625,22.4228515625,2.666015625
522,40.4111328125,23.4677734375,2.67578125
528,43.3017578125,21.8857421875,2.646484375
534,55.7041015625,23.2421875,2.705078125
540,43.0966796875,24.306640625,2.65625
546,43.876953125,23.251953125,2.666015625
552,43.857421875,24.365234375,2.705078125
558,44.1123046875,25.1865234375,2.646484375
564,45.6455078125,24.2880859375,2.71484375
570,44.6591796875,25.4306640625,2.666015625
576,44.8447265625,23.779296875,2.685546875
582,45.78125,25.21484375,2.79296875
588,44.8251953125,26.4169921875,2.802734375
594,46.416015625,25.068359375,2.8125
601,47.01171875,26.357421875,2.8125
608,47.2373046875,25.0302734375,2.802734375
615,49.1904296875,26.5732421875,2.880859375
622,46.806640625,27.8515625,2.83203125
629,46.6611328125,26.9150390625,2.880859375
636,50.0302734375,28.1943359375,2.83203125
643,49.6494140625,27.216796875,3.056640625
650,49.2001953125,28.5556640625,3.02734375
657,52.0126953125,27.412109375,3.115234375
664,49.3076171875,32.5302734375,5
671,52.05078125,29.794921875,3.115234375
678,53.1259765625,37.0908203125,3.0859375
685,54.0341796875,30.2353515625,3.046875
692,52.9013671875,29.35546875,3.0859375
699,50.4501953125,30.4501953125,3.046875
707,54.7373046875,29.4541015625,3.291015625
715,54.2978515625,31.142578125,3.30078125
723,52.8720703125,30.390625,3.291015625
731,54.5322265625,31.6806640625,3.30078125
739,55.5576171875,30.9873046875,3.291015625
747,57.4130859375,36.669921875,3.310546875
755,55.8896484375,31.640625,3.291015625
763,56.6904296875,33.10546875,3.30078125
771,57.7939453125,31.9736328125,3.59375
779,58.037109375,33.7119140625,3.564453125
787,57.2861328125,32.9892578125,3.564453125
795,57.6376953125,34.365234375,3.564453125
804,58.7802734375,33.6337890625,3.57421875
813,58.7705078125,35.2548828125,3.564453125
822,61.0751953125,34.5419921875,3.564453125
831,60.8603515625,36.19140625,3.57421875
840,60.2646484375,35.546875,3.828125
849,61.2509765625,35.0302734375,3.828125
858,63.2822265625,36.611328125,3.8388671875
867,60.1669921875,36.0546875,3.8388671875
876,63.0966796875,37.6083984375,3.828125
885,63.6923828125,37.01171875,3.837890625
894,63.9462890625,38.662109375,3.8388671875
904,65.0205078125,38.1943359375,4.12109375
914,64.7763671875,37.6962890625,4.1015625
924,64.1904296875,39.6396484375,4.091796875
934,67.2373046875,39.0234375,4.1015625
944,64.81640625,38.1162109375,4.013671875
954,65.6748046875,40.439453125,4.1025390625
964,66.6123046875,39.9423828125,4.375
974,65.1669921875,41.7099609375,4.365234375
984,67.3935546875,41.162109375,4.365234375
994,69.89453125,40.8017578125,4.365234375
1005,68.9755859375,42.7158203125,4.365234375
1016,71.3095703125,42.578125,4.384765625
1027,71.2421875,42.3544921875,4.658203125
1038,71.3388671875,44.2587890625,4.638671875
1049,79.4345703125,43.8583984375,4.62890625
1060,72.6767578125,43.6533203125,4.62890625
1071,76.095703125,45.6650390625,4.62890625
1082,75.1484375,45.4501953125,4.638671875
1093,74.513671875,45.1181640625,4.90234375
1105,77.4619140625,64.8056640625,6.2216796875
1117,74.9140625,47.0810546875,4.90234375
1129,76.9345703125,47.1005859375,4.90234375
1141,76.994140625,46.9541015625,4.90234375
1153,76.7001953125,46.9052734375,5.17578125
1165,77.033203125,49.4248046875,5.17578125
1177,78.5947265625,48.90625,5.17578125
1189,84.4248046875,48.8974609375,5.17578125
1202,80.20703125,48.9365234375,5.17578125
1215,79.6796875,51.3388671875,5.17578125
1228,81.06640625,51.455078125,5.458984375
1241,82.1201171875,51.4560546875,5.44921875
1254,82.228515625,51.494140625,5.44921875
1267,92.0615234375,51.8173828125,5.458984375
1280,85.0205078125,51.3974609375,5.439453125
1293,83.5654296875,54.0048828125,5.72265625
1307,89.7080078125,54.5322265625,5.732421875
1321,86.994140625,54.794921875,5.72265625
1335,86.2021484375,54.9619140625,5.72265625
1349,87.2177734375,55.2841796875,5.99609375
1363,89.5517578125,55.6357421875,5.986328125
1377,88.21484375,55.7333984375,5.986328125
1391,89.6787109375,58.2333984375,5.9765625
1406,91.2509765625,58.6240234375,5.986328125
1421,91.6708984375,59.2685546875,6.2607421875
1436,93.5068359375,59.6396484375,6.2607421875
1451,91.0751953125,60.2353515625,6.259765625
1466,151.369140625,60.4990234375,6.279296875
1481,91.7001953125,61.0263671875,6.54296875
1496,88.8974609375,61.5537109375,6.54296875
1512,88.8095703125,62.326171875,6.552734375
1528,98.791015625,62.8427734375,6.5234375
1544,90.646484375,63.1064453125,6.787109375
1560,91.0859375,63.7412109375,6.787109375
1576,90.71484375,64.1904296875,6.767578125
1592,92.39453125,77.345703125,6.767578125
1609,95.509765625,65.7333984375,7.03125
1626,100.3720703125,75.1376953125,7.021484375
1643,111.7978515625,73.3017578125,8.447265625
1660,103.576171875,91.0166015625,8.5556640625
1677,103.556640625,68.712890625,7.3046875
1694,96.8759765625,69.5712890625,7.294921875
1712,103.8193359375,93.1953125,8.916015625
1730,105.24609375,88.791015625,7.578125
1748,140.978515625,95.3232421875,8.916015625
1766,203.79296875,71.1044921875,7.548828125
1784,100.05078125,72.2275390625,7.5390625
1803,100.822265625,73.3798828125,7.8125
1822,102.1015625,80.6259765625,7.802734375
1841,114.171875,152.580078125,7.8125
1860,105.3427734375,83.3310546875,9.697265625
1879,139.8662109375,75.9384765625,8.076171875
1898,106.525390625,82.1689453125,8.076171875
1918,105.998046875,83.6435546875,9.6875
1938,113.087890625,104.8837890625,10.21484375
1958,106.818359375,106.28125,9.580078125
1978,107.345703125,87.9013671875,9.765625
1998,110.3828125,81.544921875,8.6328125
2019,118.498046875,95.4794921875,10.1474609375
2040,113.3896484375,113.05859375,10.46875
2061,192.5029296875,84.0634765625,8.9267578125
2082,115.65625,83.3505859375,8.92578125
2104,115.734375,96.2607421875,10.7529296875
2126,163.1865234375,116.1240234375,10.537109375
2148,126.984375,115.71484375,10.693359375
2170,121.65234375,118.146484375,10.693359375
2192,124.3671875,121.73046875,12.236328125
2215,124.845703125,125.1484375,12.32421875
2238,124.69921875,128.703125,12.3828125
2261,124.6015625,176.9365234375,9.70703125
2284,131.486328125,93.4580078125,9.7275390625
2308,126.720703125,92.8330078125,9.9609375
2332,126.92578125,95.236328125,9.9609375
2356,130.65625,94.9228515625,9.990234375
2380,128.087890625,97.443359375,10.25390625
2405,132.248046875,96.6328125,10.234375
2430,132.7373046875,99.513671875,10.234375
2455,132.82421875,98.9658203125,10.48828125
2480,135.294921875,121.662109375,11.220703125
2506,137.8828125,137.833984375,12.822265625
2532,139.5234375,113.751953125,10.76171875
2558,137.7177734375,104.34765625,10.751953125
2584,137.9130859375,104.318359375,11.025390625
2611,140.1982421875,104.34765625,11.025390625
2638,142.8544921875,108.2236328125,11.3876953125
2665,146.017578125,145.001953125,11.3486328125
2692,143.5078125,107.74609375,11.5625
2720,148.83984375,121.984375,11.533203125
2748,148.60546875,111.154296875,11.5234375
2776,157.0634765625,112.267578125,11.884765625
2805,158.5185546875,112.8046875,11.9140625
2834,156.1845703125,113.6640625,12.1875
2863,156.3896484375,116.76953125,12.16796875
2892,154.1826171875,117.296875,12.431640625
2922,156.056640625,117.443359375,12.3544921875
2952,159.8369140625,118.302734375,12.587890625
2982,160.6865234375,118.76171875,12.59765625
3013,159.26953125,120.0703125,12.880859375
3044,161.9072265625,121.525390625,12.919921875
3075,174.9736328125,122.765625,13.193359375
3107,172.4736328125,124.4755859375,13.26171875
3139,187.953125,125.880859375,13.544921875
3171,170.861328125,126.955078125,13.544921875
3204,198.4306640625,128.380859375,13.80859375
3237,174.2705078125,130.099609375,13.76953125
3270,176.1748046875,131.115234375,14.0439453125
3304,176.1259765625,132.6982421875,14.0234375
3338,177.4736328125,134.73828125,14.3466796875
3372,183.3818359375,162.4150390625,14.3369140625
3407,184.53515625,138.283203125,14.6201171875
3442,188.2548828125,136.7109375,14.53125
3477,188.6943359375,138.60546875,14.8046875
3513,189.5634765625,140.79296875,14.8046875
3549,192.1123046875,142.2001953125,15.029296875
3585,195.7158203125,141.623046875,15.2646484375
3622,195.970703125,162.9423828125,15.302734375
3659,197.7958984375,146.2138671875,15.595703125
3696,202.19140625,146.65234375,15.517578125
3734,234.095703125,148.6455078125,15.87890625
3772,213.55859375,151.8974609375,15.9375
3811,212.5322265625,151.388671875,16.142578125
3850,212.1611328125,153.7822265625,16.40625
3889,216.908203125,153.5966796875,16.376953125
3929,228.1767578125,156.9560546875,16.728515625
3969,224.154296875,158.7421875,17.1298828125
4010,241.48828125,160.7939453125,17.021484375
4051,228.861328125,160.2568359375,17.177734375
4092,233.744140625,165.1005859375,17.3251953125
4134,235.326171875,209.427734375,17.67578125
4176,234.359375,166.564453125,17.8515625
4219,234.095703125,167.9423828125,17.724609375
4262,246.5078125,169.6220703125,18.1650390625
4306,250.873046875,170.6962890625,18.3701171875
4350,248.6171875,173.7138671875,18.28125
4394,249.6328125,174.1923828125,18.53515625
4439,250.765625,175.2275390625,18.76953125
4484,252.259765625,176.6533203125,19.0625
4530,254.544921875,178.1767578125,19.0830078125
4576,256.95703125,184.4267578125,19.5029296875
4623,258.197265625,185.0615234375,19.736328125
4670,262.8955078125,188.6259765625,19.70703125
4718,264.2138671875,187.5712890625,19.8837890625
4766,270.4833984375,189.88671875,20.263671875
4815,292.3388671875,192.5029296875,20.5771484375
4864,285.8837890625,194.0458984375,20.6640625
4914,335.1416015625,193.6259765625,20.8203125
4964,279.4189453125,196.7216796875,21.15234375
5015,285.9033203125,201.810546875,21.7197265625
5066,291.1474609375,202.0244140625,21.7880859375
5118,295.091796875,208.1083984375,21.69921875
5170,298.4326171875,218.8896484375,22.1875
5223,297.5439453125,207.943359375,22.4130859375
5276,299.7998046875,209.1240234375,22.548828125
5330,306.4990234375,214.4853515625,23.095703125
5384,308.7158203125,242.34765625,23.3896484375
5439,332.9052734375,216.537109375,23.1640625
5494,346.001953125,219.3876953125,23.720703125
5550,316.578125,220.94140625,24.9814453125
5607,325.0439453125,228.28515625,24.3271484375
5664,326.7919921875,224.4267578125,24.580078125
5722,337.7685546875,233.83203125,24.755859375
5780,339.5078125,228.8408203125,25.078125
5839,395.73828125,233.431640625,25.4013671875
5898,339.2822265625,247.083984375,25.771484375
5958,342.935546875,235.0625,25.8896484375
6019,351.7236328125,237.26953125,26.23046875
6080,352.828125,241.419921875,26.54296875
6142,360.8359375,244.69140625,26.66015625
6205,357.203125,252.6708984375,26.884765625
6268,363.130859375,247.904296875,27.20703125
6332,365.455078125,250.140625,27.5390625
6396,369.8203125,252.201171875,27.83203125
6461,386.373046875,257.07421875,28.4482421875
6527,380.3681640625,260.31640625,28.564453125
6593,397.22265625,258.98828125,29.3271484375
6660,409.869140625,264.017578125,29.931640625
6728,390.318359375,265.287109375,30.01953125
6796,397.505859375,270.19921875,30.634765625
6865,405.3388671875,269.5654296875,30.7041015625
6935,422.1162109375,272.58203125,31.103515625
7006,412.4384765625,276.1865234375,40.3515625
7077,403.82421875,277.4169921875,31.865234375
7149,423.9521484375,291.4296875,32.197265625
7222,426.677734375,288.744140625,32.5791015625
7295,421.8427734375,304.9365234375,33.4384765625
7369,444.3330078125,291.7431640625,33.779296875
7444,427.9951171875,293.8427734375,34.140625
7520,445.2314453125,373.328125,34.4248046875
7596,460.359375,300.7470703125,34.6787109375
7673,442.0966796875,301.7041015625,35.01953125
7751,447.908203125,303.5888671875,35.5869140625
7830,455.8955078125,314.0966796875,36.1240234375
7910,458.0048828125,312.9248046875,36.7294921875
7990,458.77734375,313.5888671875,36.865234375
8071,461.541015625,318.1787109375,37.548828125
8153,473.162109375,326.802734375,38.544921875
8236,484.021484375,349.615234375,38.3896484375
8320,477.986328125,325.796875,38.603515625
8405,485.173828125,330.884765625,39.2392578125
8490,491.8046875,339.234375,39.931640625
8576,492.1767578125,338.51171875,40.41015625
8663,504.34375,342.017578125,40.8203125
8751,503.796875,344.7421875,41.09375
8840,506.609375,352.154296875,41.7978515625
8930,515.1455078125,352.427734375,42.1484375
9021,539.8037109375,359.439453125,42.65625
9113,526.2099609375,368.0234375,43.2529296875
9206,525.9658203125,363.072265625,43.5546875
9299,537.7431640625,365.962890625,44.3759765625
9393,542.1572265625,381.802734375,44.8251953125
9488,545.7705078125,378.35546875,46.2509765625
9584,551.8544921875,380.591796875,46.337890625
9681,567.5966796875,383.8046875,46.953125
9779,597.109375,385.81640625,47.0224609375
9878,565.95703125,390.4658203125,47.5400390625
9978,579.775390625,393.990234375,47.9306640625
10079,588.994140625,396.724609375,48.5751953125
10181,606.728515625,399.2451171875,49.2880859375
10284,599.04296875,446.287109375,49.8349609375
10388,588.26171875,414.0791015625,50.3330078125
10493,602.060546875,613.759765625,74.3076171875
10599,617.4228515625,415.0654296875,51.2021484375
10707,622.197265625,435.466796875,52.1884765625
10816,632.65625,425.4853515625,52.7744140625
10926,642.8427734375,444.7626953125,53.6142578125
11037,650.0009765625,435.9833984375,67.4130859375
11149,651.484375,439.4013671875,54.7568359375
11262,727.6279296875,468.611328125,54.8740234375
11376,644.6005859375,444.5771484375,55.6748046875
11491,635.0302734375,449.5576171875,57.1689453125
11608,663.9765625,477.322265625,57.0419921875
11726,680.5576171875,470.1640625,58.4189453125
11845,742.8720703125,485.994140625,58.4482421875
11965,714.005859375,469.509765625,60.3134765625
12086,706.671875,472.46875,59.5224609375
12209,723.869140625,476.990234375,60.1962890625
12333,709.982421875,509.431640625,60.7822265625
12458,745.060546875,487.810546875,61.6416015625
12584,737.62890625,504.0126953125,63.1162109375
12712,746.017578125,507.517578125,63.3212890625
12841,738.78125,502.927734375,64.6689453125
12971,760.177734375,513.23046875,64.5419921875
13103,765.0810546875,519.1875,65.1962890625
13236,763.537109375,521.6787109375,66.7099609375
13370,779.8076171875,523.3486328125,66.5830078125
13506,779.3974609375,527.1083984375,68.3310546875
13643,794.3984375,667.5107421875,68.8193359375
13781,801.9853515625,538.5537109375,69.8251953125
13921,800.0615234375,543.3876953125,70.0302734375
14062,821.9072265625,568.8173828125,71.3388671875
14205,828.59765625,629.1513671875,71.1435546875
14349,845.27734375,573.3291015625,73.146484375
14494,864.7900390625,567.75390625,72.9599609375
14641,849.7109375,590.25390625,75.3330078125
14789,958.0224609375,615.244140625,74.7666015625
14939,882.66015625,637.86328125,76.134765625
15090,899.8193359375,589.58984375,90.001953125
15243,892.3974609375,621.7880859375,78.7509765625
15397,919.7119140625,740.423828125,79.4541015625
15553,939.732421875,609.990234375,79.5908203125
15711,916.8408203125,634.2685546875,81.3486328125
15870,930.42578125,621.5146484375,80.490234375
16031,953.8828125,707.658203125,83.8681640625
16193,948.6875,635.8408203125,82.6376953125
16357,972.7890625,642.5693359375,84.30859375
16523,963.775390625,671.7001953125,86.7685546875
16690,989.0400390625,896.6943359375,92.08203125
16859,1011.8623046875,916.490234375,92.443359375
17030,1006.9306640625,671.9052734375,105.1279296875
17203,1043.9912109375,685.1767578125,91.0166015625
17377,1041.794921875,692.345703125,91.515625
17553,1042.48828125,958.70703125,95.20703125
17731,1041.6376953125,693.48828125,90.94921875
17911,1042.302734375,740.9697265625,91.564453125
18092,1053.484375,694.0927734375,93.0087890625
18275,1062.830078125,714.5224609375,102.98046875
18460,1070.5537109375,743.68359375,94.484375
18647,1113.0361328125,757.9326171875,93.5654296875
18836,1122.3232421875,778.5185546875,95.021484375
19027,1158.8076171875,773.0009765625,95.4609375
19220,1125.9755859375,772.3759765625,103.09765625
19415,1137.2646484375,762.2685546875,96.8671875
19612,1154.6669921875,774.3779296875,97.052734375
19811,1146.3759765625,779.2998046875,95.67578125
20012,1176.09375,805.2177734375,98.1552734375
20215,1207.080078125,818.763671875,99.23046875
20420,1210.9765625,1088.162109375,107.775390625
20627,1127.0595703125,2367.8701171875,106.740234375
20836,1144.2666015625,1120.564453125,156.5546875
21047,1149.8134765625,1125.9072265625,109.42578125
21260,1177.587890625,810.130859375,103.869140625
21475,1250.5380859375,874.4580078125,104.865234375
21692,1269.9716796875,838.216796875,106.359375
21912,1271.4267578125,855.912109375,109.0732421875
22134,1295.3330078125,878.265625,108.146484375
22358,1308.01953125,882.201171875,110.8125
22584,1337.6103515625,888.4716796875,112.3447265625
22813,1317.736328125,903.2470703125,114.044921875
23044,1337.43359375,904.029296875,114.25
23277,1495.9423828125,979.46875,118.234375
23513,1376.1650390625,928.4423828125,117.306640625
23751,1421.0390625,1001.4326171875,121.53515625
23991,1420.013671875,985.59375,119.85546875
24234,1447.58203125,969.01953125,121.642578125
24479,1435.66796875,1001.3837890625,122.6484375
24727,1507.8662109375,1378.4599609375,125.59765625
24977,1493.1591796875,1074.24609375,125.6953125
25230,2479.5615234375,1340.294921875,132.892578125
25485,1450.5029296875,2587.9912109375,136.9951171875
25743,2216.0126953125,2199.8798828125,134.93359375
26004,1990.5693359375,1322.384765625,131.515625
26267,1788.3681640625,1106.560546875,136.5263671875
26533,1561.001953125,1122.0595703125,132.912109375
26802,1623.8740234375,1047.966796875,137.6689453125
27073,1672.52734375,1124.1494140625,137.033203125
27347,1632.78125,1116.1015625,139.240234375
27624,1677.2041015625,1201.6689453125,140.626953125
27904,1642.4580078125,1144.0908203125,142.5224609375
28186,1657.4296875,1157.6650390625,144.298828125
28471,1686.5703125,1273.0478515625,145.2861328125
28759,1745.2236328125,1233.8974609375,147.6591796875
29050,1724.275390625,1156.0341796875,149.3095703125
29344,1719.4619140625,1182.5,153.7138671875
29641,1777.041015625,1613.2880859375,158.009765625
29941,2112.0263671875,1548.736328125,152.404296875
30244,2079.4384765625,1220.830078125,155.314453125
30550,1911.97265625,1246.7392578125,165.470703125
30859,1835.1083984375,1260.3134765625,159.1533203125
31171,1961.01953125,1960.36328125,167.873046875
31486,2382.412109375,1330.939453125,162.3955078125
31805,1888.1162109375,1267.2275390625,164.4169921875
32127,1926.701171875,1281.49609375,166.349609375
32452,1957.0732421875,1289.3955078125,225.736328125
32780,1930.2080078125,1314.0927734375,170.5693359375
33112,1979.591796875,1289.9033203125,173.5869140625
33447,2026.126953125,1320.138671875,175.2080078125
33785,2038.75390625,1317.794921875,175.8330078125
34127,2159.703125,1531.0498046875,196.2041015625
34472,2100.0830078125,1408.6162109375,178.7041015625
34821,2168.8740234375,1398.6162109375,179.8564453125
35173,2118.697265625,1571.1298828125,178.8408203125
35529,2241.041015625,1444.232421875,182.7177734375
35888,2195.25,1436.3505859375,197.8837890625
36251,2142.076171875,3144.81640625,459.1083984375
36618,2247.5751953125,1621.666015625,184.3291015625
36988,2282.0478515625,2073.1396484375,196.859375
37362,2304.6572265625,1735.90625,188.9482421875
