size,current,naive,protty,multi,streaming,swar
8,5.992537017557332,9.732102258022485,7.346941063376,7.945524251036121,8.26193007934703,7.860999710247385
16,10.051037178879348,16.23390555221679,14.599161287807487,16.311963219249083,16.16989814550662,15.816347036252509
24,11.864837779763384,19.502955127143768,24.176807932657372,26.76773936212646,26.36076214070395,26.218243356128344
32,16.11398770460599,21.501501290377387,30.759455610296996,30.820692603676783,32.96130824062283,20.702522569247353
40,30.626479323696014,21.83728497034994,36.94476761188151,41.02986441757182,41.775406686260766,19.474955369646306
48,30.93070848096426,29.273426116647844,46.230554043061616,52.484604653508484,48.921360800430925,23.637934124413462
56,29.343215129717613,32.19997543336835,54.66411320337382,59.03444806614403,58.855430873234674,29.893935859756066
64,30.98864644694447,32.50566909240272,59.88494329082748,61.21588053114135,70.18030505053675,30.379913335880502
72,45.441255429983585,32.38996709698382,39.262245597658996,38.96158901423738,44.23820902949433,33.121805283942784
80,52.8488540164774,33.98269246280954,49.02857410041668,48.51208363524034,48.41062502552556,33.65399079894517
88,49.89628027447778,33.65485809656013,53.981718132644524,53.4563392483133,53.215005184995384,34.497751049329615
96,47.78103881102112,34.2561937272132,59.326773379853364,58.29335433508605,57.96881663462476,34.9344967820318
104,77.38998820257953,34.74427133475388,63.98777507966455,63.16148778092816,62.68046884782253,31.837083215807034
112,71.16481421679146,33.11313794110714,63.980195862225266,62.88008823734131,58.32692045821903,32.18025540956942
120,62.887232638907825,32.85793719406278,68.41129340638032,65.8738028572277,65.82085804676908,32.931509936457225
128,57.22813414117403,33.11128263369701,72.31987240623097,68.86340335247061,71.67182697366968,30.482137374067715
136,97.76971725102236,32.51369983445653,43.92712873852454,76.45536781118258,69.94059798649937,33.34138603476029
144,80.4232342514317,32.978512840297235,81.35985645700984,80.8351517985085,76.11194675675584,33.47215079805693
152,60.32041697290448,33.277957946945016,84.71164701609545,83.09148684560242,79.06089877717588,30.125135919420114
