size,current,naive,protty,multi,streaming
4,4.830807495117187,3.527398427327474,5.106233596801758,3.9929211934407554,4.181886037190755
8,6.294891357421875,4.243343353271484,6.533475875854492,3.9730186462402344,3.9585291544596353
12,7.943194071451823,4.918925476074219,5.157985687255859,3.999919891357422,4.011675516764323
16,7.608022054036458,5.754980087280273,4.734291076660156,4.063892364501953,3.980072021484375
20,8.202364603678385,6.95758056640625,4.7396494547526045,3.8975092569986978,4.096425374348958
24,8.355264282226562,8.162887573242188,4.686612447102864,4.042349497477214,3.888159434000651
28,9.509130859375,8.253433227539062,4.68710454305013,3.9018834431966147,3.8913853963216147
32,10.877944946289062,8.291926066080729,7.277853012084961,5.172994613647461,3.8577588399251304
36,5.572248458862305,9.436103820800781,4.487204233805339,3.542161305745443,3.8478622436523438
40,5.779994964599609,10.26528549194336,4.550083160400391,3.102418899536133,3.8793017069498696
44,7.339884440104167,11.096763610839844,4.537452697753906,3.1787757873535156,3.8979466756184897
48,7.358693440755208,12.646865844726562,4.505138397216797,3.091592788696289,4.530497741699219
52,8.220845540364584,12.954917907714844,4.724613189697266,3.27059268951416,4.193204243977864
56,8.731641133626303,14.21173095703125,5.945913314819336,6.423820495605469,5.405017852783203
60,8.280006408691406,14.782124837239584,4.582342783610026,3.843679428100586,3.9606615702311196
64,9.631301879882812,16.227793375651043,4.615586598714192,3.1789398193359375,3.9057108561197915
68,5.110170364379883,17.131500244140625,7.375862121582031,7.612286885579427,8.265899658203125
72,6.285541534423828,17.511398315429688,7.49822998046875,7.895078023274739,8.157310485839844
76,7.317576090494792,18.25194803873698,7.287722269694011,7.3532257080078125,7.8536326090494795
80,9.389190673828125,19.140126546223957,7.262461344401042,7.404950459798177,8.449834187825521
84,8.487452189127604,20.145095825195312,7.583854675292969,7.354319254557292,7.8768157958984375
88,8.854883829752604,21.254608154296875,7.3733469645182295,7.4253997802734375,8.527694702148438
92,9.809243774414062,21.76671600341797,7.350382486979167,7.3427276611328125,8.357866923014322
96,10.55923080444336,22.77977752685547,7.274162292480469,7.439178466796875,7.842478434244792
100,5.755800247192383,25.073272705078125,7.396311442057292,7.465532938639323,8.133689880371094
104,11.80062484741211,27.422648111979168,7.386360168457031,7.367551167805989,7.8671925862630205
108,13.984273274739584,28.018412272135418,7.634813944498698,7.995028177897136,7.927447001139323
112,7.512118021647136,26.418663024902344,7.358584086100261,7.430539449055989,7.867083231608073
116,7.540331522623698,28.97723388671875,7.3331044514973955,7.691240946451823,7.950520833333333
120,10.06582260131836,28.414276123046875,7.2998606363932295,7.914980570475261,7.995465596516927
124,11.10611343383789,29.461018880208332,9.474268595377604,7.962221781412761,8.223032633463541
128,9.678324381510416,6.095182418823242,7.909403483072917,7.505338033040364,8.091478983561197
132,5.67681884765625,6.4490814208984375,8.826014200846354,8.615178426106771,8.542020161946615
136,7.298861185709636,7.047798156738281,8.138501485188803,8.118380228678385,8.302424112955729
140,6.410369873046875,7.220906575520833,8.227734883626303,8.325826009114584,8.370333353678385
144,7.311452229817708,8.095962524414062,8.672370910644531,8.255620320638021,8.524085998535156
148,8.283833821614584,8.736671447753906,8.277491251627604,8.259775797526041,8.387830098470053
152,8.890096028645834,9.384816487630209,8.269180297851562,8.313250223795572,8.395922342936197
156,11.209781646728516,9.904513549804687,8.266009012858072,8.260103861490885,8.399640401204428
160,10.4508056640625,10.828079223632812,8.181587219238281,8.223251342773438,8.290723164876303
164,5.664926528930664,11.163196563720703,8.329434712727865,8.427744547526041,8.402483622233072
168,6.500997543334961,215050778054384.8,8.76324462890625,8.342447916666666,8.604461669921875
172,7.372690836588542,14.125450134277344,11.48305892944336,8.686477661132812,8.623817443847656
176,7.8650054931640625,14.675832112630209,8.402264912923178,8.445241292317709,8.524195353190104
180,8.275850931803385,15.564229329427084,9.050628662109375,8.574389139811197,8.429931640625
184,8.419105529785156,17.195582071940105,8.400077819824219,8.434743245442709,8.479141235351562
188,8.347128295898438,18.710581461588543,8.922902425130209,8.675454711914062,8.419761657714844
192,9.666470336914063,19.223760986328124,8.652249654134115,8.385424296061197,8.43047841389974
196,5.702325820922852,20.072921752929688,10.254170735677084,11.760765075683594,9.193992614746094
200,6.179658889770508,20.035850524902344,9.041770935058594,8.897204081217447,9.332654317220053
204,14.323272705078125,21.024307250976562,8.993326822916666,8.962270100911459,9.30706532796224
208,7.439615885416667,22.02752685546875,10.147252400716146,9.710430908203126,9.080482482910156
212,7.987701416015625,22.530776977539062,9.086715698242188,8.97528330485026,9.170481363932291
216,9.18841552734375,23.909629821777344,8.990155537923178,9.18524424235026,9.235984802246094
220,9.675918579101562,24.616607666015625,10.168506622314453,9.035756429036459,9.370709737141928
224,10.510677337646484,25.924598693847656,8.983922322591146,9.129801432291666,9.550488789876303
228,6.334587097167969,26.719716389973957,9.072171529134115,9.044942220052084,9.258621215820312
232,15.357767740885416,29.429962158203125,9.327077229817709,9.12488047281901,10.001686096191406
236,7.408668518066406,29.737904866536457,9.105415344238281,9.949961344401041,9.292083740234375
240,12.85042953491211,29.873942057291668,9.373115539550781,9.057408650716146,9.308268229166666
244,8.597572326660156,34.049540201822914,10.135645548502604,9.070640563964844,9.36480458577474
248,10.212631225585938,32.30555216471354,9.987688700358072,9.211817423502604,10.087638854980469
252,12.44363021850586,33.116963704427086,9.583295186360678,9.311658223470053,9.626052856445312
256,19.521336873372395,14.234258015950521,11.26784896850586,9.512870788574219,9.362945556640625
260,7.964846293131511,10.003326416015625,10.219684600830078,12.14419894748264,10.152759552001953
264,9.075955200195313,9.944493611653646,10.803802490234375,9.755528767903646,10.630748748779297
268,15.605127970377604,10.017925262451172,10.072219848632812,9.802332560221354,10.466224670410156
272,8.800643920898438,10.336967468261719,11.302459716796875,10.054110717773437,10.051551818847656
276,9.429214477539062,10.847599029541016,10.431449890136719,9.873850504557291,11.238924662272135
280,39.33574422200521,11.41744613647461,10.49460220336914,9.871575927734375,10.012074788411459
284,20.987564086914062,11.93365478515625,10.192509969075521,9.802113850911459,10.221981048583984
288,10.926498413085938,12.85042953491211,10.153579711914062,10.72982406616211,11.165164947509766
292,7.596321105957031,13.704325358072916,10.776901245117188,10.371086120605469,14.433720906575521
296,8.582918802897135,15.210138956705729,10.418327331542969,10.466552734375,10.067298889160156
300,8.230031331380209,15.359079996744791,10.124710083007812,10.139801025390625,10.580718994140625
304,9.079279581705729,17.030893961588543,10.747047424316406,10.307605743408203,10.570220947265625
308,11.171070098876953,16.8966064453125,24.3607177734375,16.736073811848957,17.141560872395832
312,32.451212565104164,33.847015380859375,11.575572967529297,11.135475158691406,10.18310546875
316,15.610158284505209,19.80194091796875,10.9442138671875,9.773244222005209,10.649612426757812
320,11.94858169555664,20.953773498535156,10.091028849283854,9.785710652669271,10.211647033691406
324,7.539675394694011,21.576766967773438,15.700485229492188,11.585906982421875,11.24521255493164
328,8.179946899414062,22.467132568359375,11.962196350097656,10.804458618164062,11.219459533691406
332,8.578872680664062,23.99427032470703,11.491752624511719,10.74130630493164,11.116119384765625
336,9.230298360188803,24.20948028564453,11.42794418334961,10.819385528564453,11.18648910522461
340,23.32764434814453,39.9923095703125,11.92578125,11.752399444580078,11.130882263183594
344,10.998672485351562,26.668975830078125,11.41400146484375,10.548896789550781,11.04312515258789
348,10.089279174804688,28.544189453125,11.770606994628906,10.733760833740234,12.181015014648438
352,11.11480712890625,27.929616292317707,12.984748840332031,13.479273478190104,11.113494873046875
356,7.787801106770833,28.18988037109375,11.223560333251953,10.495258331298828,10.900089263916016
360,8.011868794759115,29.438710530598957,11.284252166748047,10.713420867919922,11.106769561767578
364,8.709770202636719,30.946055094401043,11.335102081298828,10.784446716308594,12.33670425415039
368,10.877288818359375,31.4259033203125,11.21453857421875,10.566940307617188,10.933059692382812
372,9.742974853515625,32.28455607096354,11.423023223876953,10.71243667602539,11.126781463623047
376,23.572052001953125,33.476521809895836,11.329689025878906,10.723426818847656,11.11480712890625
380,16.090443929036457,35.06653849283854,11.431388854980469,10.693901062011719,10.90484619140625
384,12.770217895507812,12.88372802734375,11.432865142822266,10.742290496826172,11.580657958984375
