size,current,naive,protty,multi,streaming
8,1.5737141990960617,2.5628676317138206,1.8519592609089892,2.0329556947010388,2.0137258989311535
16,2.6651223064318126,3.649832044600512,3.4245528064673687,4.092461241788439,4.097086833758813
24,3.592551483253236,5.127869484310594,6.126540664477121,6.0886229365585445,6.097295925739277
32,4.779593957681894,4.690342069714112,6.837052814605521,8.20922012189632,8.22482628644651
40,6.918710222302657,6.4121456018141325,8.331412299138925,10.252582715150412,8.876200996086533
48,8.121148418319196,6.559255079987364,10.166896016777512,12.163073657881075,12.123493322673061
56,7.9783014335517635,7.182627972806835,11.725045162348392,14.360202244265372,11.212946262622147
64,6.2006200170600785,6.38144069524363,13.681777654063788,15.494901349997951,16.459998901176526
72,14.290698052992818,7.731546439350605,10.645241488221693,11.407298088595843,10.064479525008203
80,12.679642456371164,7.89979700085622,11.194219781533706,12.64141725699876,11.37754321471237
88,13.15333632361997,8.012213812856142,13.143454027358798,13.622432797398673,12.42332869593315
96,13.680285197290814,8.189200195320126,14.088871471599242,14.962625400115982,13.6375688404174
104,17.564067704013432,7.995149023163414,15.530382718154513,14.02518908274164,14.67667782699776
112,18.266115762897407,8.280837240891213,16.224543161738538,17.8859935024379,15.365476486063185
120,15.470407950490413,5.2320392147470445,16.074104657294576,18.88051200907717,16.952941907710393
128,17.173703736928676,8.252915070933721,18.096876422480094,20.301719426014046,18.43602838022468
136,25.106994472058695,8.41315779239486,18.86276628915768,19.764162208609363,18.426080190647305
144,25.583159234011173,8.409949086802671,20.533547046515256,20.529065416765764,20.19192474266692
152,23.392218774882625,8.448792653312937,21.466430436739238,21.069132923199273,21.553642283324322
160,21.700188662348577,8.414979423516042,21.613869801246512,22.811495203080472,21.107328388547987
168,29.5330525544772,8.489392631969256,21.17814535443293,23.689103920339548,23.564833687791214
176,28.209332426298396,8.488753685755258,24.719956879569622,24.895083180840224,24.623515690433884
184,18.658776385134683,8.408419308268394,25.93561097592975,26.0512587117486,25.721909312457672
192,16.87628957052406,8.48118789315835,26.356646019883065,27.14945357647592,25.538999866042616
200,36.49007254287595,6.802759091344887,20.270992651139263,27.773904751814378,25.33973678725224
208,17.046501266423398,8.695997561996306,26.391221181918855,29.0458592505651,27.055885334398635
216,32.224363060224725,8.526836226255071,27.657025854673453,29.780546967094878,25.66912554523605
224,19.038413852849786,8.513048942948368,28.48599133216765,31.3188952243871,27.112201176088178
232,35.37964162232948,8.138099705292426,29.23282171894325,30.450836885217544,29.74931846957242
240,38.17145016261932,8.550844502884598,29.627118107708878,33.55595916898618,30.700016643995582
248,34.49936744865296,8.524681313030747,31.374326648369003,33.92510988806636,30.862161944562175
256,12.341224543839582,40.667898056440315,32.550974239578096,34.50425251626688,32.61875990673354
264,37.37731423055334,40.055497953945704,28.75784234093974,26.09041343594782,20.63289807115227
272,28.610491242199227,38.49148582410226,30.84015044826524,33.12610291548787,30.850248729355044
280,35.68870321768016,35.57888183561906,32.182474360238,35.33410495610082,32.39944474479766
288,32.49328507007939,35.509974168568434,33.13796000978985,36.358429326303245,33.270582179767636
296,38.71829851227241,33.65648574184728,29.177262268741956,37.34813640190359,33.89214283767474
304,38.11714384904001,31.138314403267024,34.27867472624127,37.03808968214043,34.42486656287744
312,35.933638368332225,28.49728061510056,35.87508097110586,39.43521754986394,35.98312699627802
320,37.36838710344181,28.498817731312453,36.820511523967234,40.10351370117112,36.76222750681112
328,46.13845882520023,28.42985864676201,34.09407711804279,33.75945527613988,34.60703817247791
336,42.64294549465918,27.003108371927002,32.11635345336805,36.37499449366699,34.76021798269539
344,41.898125209775124,25.46983191372219,36.18441152111898,38.90242635601395,31.903126188484066
352,36.429863658874304,24.004979685833288,37.552901035002556,39.75639490937192,35.18944896435319
360,44.996841652349836,23.377108530975082,38.175967493999515,40.424223086453694,34.83216274195273
368,45.347442033451884,22.172131268111144,38.59820530229286,41.477439511184535,38.61769457297919
376,41.97492109373285,20.508385387132677,40.02305368991863,43.20278163687661,40.11519811070931
384,44.604200970218166,20.327883409230864,38.41746888080823,43.97611440370237,40.681404185888454
392,45.64128839696555,19.54157148844664,36.92772711836694,36.53541427796691,39.754245179855324
400,44.240012930939116,17.687459651562225,39.75073904100189,40.32406981700741,35.7752691224316
408,45.34638605525498,18.40692057072239,37.57734792653928,40.49031115014632,41.14506595741261
416,40.64573749014624,18.12647597540038,40.43641045150793,40.87831706475942,42.08115250051451
424,45.12397567457161,17.93505603539528,43.27593143002698,42.880918504344066,40.63481367417878
432,42.66097683911696,17.102741493103704,42.07013856305884,43.74353093381714,43.09518170221964
440,46.57166513953596,16.854742345839497,44.87225745411238,43.906172798150926,41.17849755342446
448,43.17994494433952,16.97997858916247,46.36164310112142,45.813463176878656,45.030579556574104
456,50.943119876609046,16.57096849319626,42.87855990650756,41.40307035708519,40.50415065534381
464,30.346774509618914,16.44373256733241,41.11315536432594,42.44093559198394,41.607911705552844
472,26.269298381193238,10.198814261717022,23.037593895367458,37.91079451393576,36.19243161822995
480,21.636413725101068,9.154275755336704,22.49878985238297,27.267479133287264,26.822129857845766
488,37.273311666492745,8.970299051405128,23.528064006732905,29.541379180389775,27.707891700896973
496,18.570063366780087,9.629070004422422,23.148133518877497,30.599817827386367,35.292339105878575
504,49.72522753934587,15.260550940910738,44.92273812347538,44.70868419428345,45.0625880192339
512,44.64965419860417,50.60788481326762,44.299137068340855,45.53212492455285,45.59455600889939
520,50.83813346331756,49.478905702701624,44.48479355826447,44.245666150794065,43.837304860066716
528,25.607672753510574,50.78867217514404,45.69756801403031,43.271887830151705,43.32247253590427
536,51.69522926531348,49.05486039398847,46.36964226379571,44.124795697828745,45.69234537160059
544,49.39156725987483,51.3108645388596,45.00423567430319,45.28586769891961,45.27597578954129
552,48.8264549190506,48.78870094858863,47.67649035686327,45.69866407378453,47.08112501887104
560,48.452967066460054,46.383279126459875,48.39958401784504,47.71691972559454,45.660822438650534
568,49.06636216794154,46.756225583046174,49.080668851871096,48.3761803907357,47.87247681712342
576,45.45834551463256,43.10787874727546,49.788076011273496,49.13834436635355,47.15353562535444
584,52.66854529421414,38.66081304253281,45.79638341074226,45.601459102065654,45.418168314825245
592,45.54760759155306,41.37492868195726,45.21889613780203,45.42554144260044,46.04394963954693
600,28.013211743146872,39.50908858400775,44.64752936545635,46.5565103601234,46.13803299462605
608,47.18793976800086,37.28727961739022,47.8283515802482,41.05361698912508,46.185345345645224
616,50.10818668343375,35.0596489082836,47.87751816347308,48.23475659297068,48.47691895011502
624,50.68474354438959,34.80071891509177,49.71307381160599,49.44585908115167,48.895191748074645
632,30.088613709982646,30.45343083822616,50.13351488185132,49.161974806718945,48.90010730993536
640,50.388045401215834,29.90518874220411,50.23155582906185,50.285737894928666,48.19706097199643
648,51.89890869218291,29.562621102760485,47.18794733403361,44.50672316080593,45.823914459521816
656,51.336856395945894,28.42062262556527,47.868098783393584,46.62544799887209,46.62254903732773
664,51.328756717481255,27.941184434678952,48.303077057985796,45.151351630759386,47.327949465697785
672,32.043504470173076,26.84023966899995,49.052835896480104,48.09986904747603,48.33291178184582
680,50.587360561036434,26.59323202162792,49.35001694298372,47.42449309703875,48.71061378749253
688,50.952865334154005,19.853643518332603,46.34794908062235,49.741121406660135,50.427662268960106
696,20.11652957236032,25.907794650890157,51.90348108947905,50.02131804269384,49.909134477559356
704,28.54508633788987,23.379956998377672,50.07053471333674,50.88984482887939,50.751836294088655
712,53.45668378170117,24.337162076814852,45.62050570276372,46.75556818699387,41.33857893815483
720,37.166483249890746,24.00299220539374,47.937351051556156,46.16061715737926,46.50348557675078
728,52.415072242983975,22.62187690490451,48.17535418337343,48.37700140408009,47.46417099724881
736,29.750049057693747,22.711916377461634,45.42751187051607,48.40972158861567,47.926113245859824
744,51.09863704352962,22.47746573253472,49.280059509480466,49.49909242632816,47.96047749210057
752,29.69975082394241,20.37518880051861,49.9164481976026,50.31808761603217,49.091543574179134
760,28.896861748636418,21.250114720389437,49.82098377447215,47.96859300662075,49.801510586211144
768,51.89489198439839,56.894204886283134,50.74863569900169,47.35122905955052,49.15753371384492
776,28.507862430817408,54.97162490920202,48.93571628767746,49.9480083486072,49.211900614736074
784,51.878693350692856,50.78816329494209,49.44020820816898,50.39483096343069,50.23688725006551
792,30.096014130114806,55.085185707963525,48.28946599656514,46.29161646974968,46.88349587876602
808,51.1344853789095,55.22544433766704,50.956750743682846,51.22265628572494,49.7778239629947
824,51.46768348426244,49.59296815421395,50.03397016584824,53.00908337090259,52.47986248932765
840,52.32124744715245,52.02274513331939,47.28662700505591,49.72184789245315,49.213428905008215
856,53.41214250241455,48.71998012947109,45.240088815453454,51.18258536450069,51.20026168358046
872,31.807666247863622,39.414250608827956,49.284621978753606,51.43781509912334,52.253248261345824
888,26.83645450933475,38.65390234099089,49.26291552828027,52.096117012762825,47.15733670618385
904,54.14950845084326,36.33740142115089,46.8909139069493,46.629942529479486,48.41488691710644
920,27.56435342283185,33.19258852825729,45.75725534292489,51.95823012314903,51.45100228545509
936,48.64703617191009,31.651586804213466,48.99393871409864,53.15098100446511,51.75580739114669
952,33.13649264934991,30.651122365333002,50.54197510239586,54.73745088653403,54.53500609418825
968,53.332603985333826,29.94531953331279,48.78634551029722,51.10972785383942,51.17039362197534
984,54.429259673979715,26.952225999318497,44.84436076500623,52.89268846774675,52.54265666196994
