size,current,naive,protty,multi,streaming
8,1.2073279486762152,0.9080149332682291,0.9395266446200284,0.9237407337535511,0.9415935169566761
16,1.3531514485677083,1.1502600775824652,0.9404976584694602,0.9191908402876421,0.9305933172052557
24,1.5189710344587053,1.415142822265625,0.9259185791015625,1.0433212280273438,0.9191769686612216
32,2.22916259765625,1.5937007023737981,0.9074923197428385,0.8930981953938802,1.1888495551215277
40,1.5085468292236328,1.9576328822544642,1.0875564575195313,0.9550417945498512,0.9629974365234375
48,1.389263916015625,2.7412872314453125,0.9084091186523438,0.9257937344637784,0.9315643310546875
56,1.4993089948381697,2.159429931640625,0.9195931174538352,1.0700088500976563,0.9400676380504261
64,1.8421242453835227,2.5535964965820312,0.9099523370916193,0.9275554310191761,0.9448394775390625
72,1.227386474609375,2.7243245442708335,1.487734113420759,1.485292707170759,1.9912220348011365
80,1.370159912109375,2.967402866908482,1.4626661028180803,1.4908294677734375,2.1037322998046877
88,1.5269949776785714,3.1034029447115383,1.461881365094866,1.502622331891741,2.3889533148871527
96,1.6792461688701923,3.405512491861979,1.4801701136997767,1.4807608468191964,2.0156280517578127
104,1.202950870289522,3.5544942220052085,1.4914180210658483,1.4818485804966517,2.0256683349609377
112,1.351361083984375,3.9149669300426138,1.4792981828962053,1.484464372907366,2.0160247802734377
120,1.5208238874162947,4.115850830078125,1.4586334228515625,1.4535326276506697,2.0474884033203127
128,1.8488910008990576,4.81927490234375,1.4695521763392858,1.9193697842684658,2.2457207573784723
136,1.2775821685791016,4.601582845052083,1.9238031560724431,1.6287020169771635,2.096840598366477
144,1.459200177873884,5.060813903808594,1.679181416829427,2.2612060546875,1.8628789728338069
152,1.5495887169471154,5.888070242745536,2.304623074001736,1.6348290076622596,1.8390475186434658
160,1.698254903157552,11.778756277901786,1.7300949096679688,1.68731689453125,2.160223388671875
168,1.4494999476841517,5.436775716145833,1.6349463829627404,2.1780731201171877,1.8384649103338069
176,1.5169219970703125,5.611092122395833,2.3649800618489585,1.7022984822591145,1.838409423828125
184,2.296756320529514,8.774003462357955,1.6334909292367787,1.6919479370117188,2.641571044921875
192,2.626880645751953,5.974129813058036,1.6342421311598558,2.2728508843315973,2.0200225830078127
200,1.3135738372802734,6.158550555889423,2.4295789930555554,1.8673456365411931,1.9870022860440342
208,3.367771693638393,6.630399263822115,1.741437276204427,1.9689719460227273,2.2491828070746527
216,1.5595914400540865,7.3549582741477275,1.7727203369140625,1.674407958984375,2.001678466796875
224,1.7101821899414062,6.607309194711538,1.6884384155273438,1.6633746807391827,2.0195648193359377
232,1.4470585414341517,7.003794352213542,1.6878000895182292,1.6696446736653645,1.9934137517755681
240,1.523134504045759,7.207143147786458,1.6560528094951923,1.744042438009511,2.01910400390625
248,1.6715240478515625,7.322565252130682,1.9055203524502842,1.8607704856178977,1.9476373845880681
256,6.00604248046875,1.4360722133091517,1.7544326782226562,1.9261613325639204,2.2452155219184027
264,1.6998062133789062,1.504608154296875,2.506313747829861,1.8406566273082385,2.0279541015625
272,1.6520831768329327,2.3444654676649304,1.9185319380326704,1.9648659446022727,2.275244140625
280,2.0141632080078127,1.8217052112926135,1.9132052334872158,2.3435762845552883,2.0842010498046877
288,2.189154052734375,2.2050201416015627,2.397213206571691,1.8451510342684658,2.0065948486328127
296,2.275936550564236,2.3246968587239585,1.8702031915838069,1.8748918013139204,2.709583282470703
304,1.8318897594105115,2.381191677517361,1.8440690474076704,2.054251056827911,2.7150421142578125
312,1.8379100452769885,3.130450908954327,1.9196139248934658,2.5175514221191406,2.1762451171875
320,2.0133697509765627,3.3599008413461537,2.0623809814453127,1.8428455699573865,2.0109283447265627
328,3.5958964029947915,3.2077308067908654,2.0323211669921877,2.0648529052734377,3.1315482003348216
336,1.8365506258877842,3.447168986002604,2.1254913330078127,2.2666065339337096,2.378139919704861
344,1.9380077015269885,3.501439412434896,2.0301849365234377,2.0657073974609377,2.198553466796875
352,2.1935150146484377,3.647189053622159,2.0264923095703127,2.1994384765625,3.061008998325893
360,1.8319729891690342,3.9873823686079546,2.330257839626736,2.527820728443287,3.363037109375
368,1.8447071422230115,5.468684895833333,2.0250579833984377,2.1166717529296877,2.9602928161621094
376,2.2415534125434027,4.3947265625,2.025177001953125,2.7563514709472656,2.3774956597222223
384,2.194891357421875,6.212867736816406,2.335208468967014,2.096441650390625,2.19327392578125
392,2.7432708740234375,5.38873291015625,2.3459235297309027,2.603802849264706,2.75875244140625
400,2.2366098011130977,5.43511962890625,2.5101114908854165,3.8301280628551138,2.3576558430989585
408,2.0121490478515627,9.425315163352273,4.642279730902778,3.182468959263393,2.8088514539930554
416,2.4031013039981617,5.824419294084821,2.3056742350260415,3.0391671316964284,2.3356153700086804
424,2.118017578125,6.007010323660714,2.8190706693209133,2.3377855088975696,2.512485080295139
432,2.9045944213867188,6.367572490985577,2.2681037055121527,2.984363555908203,2.3410746256510415
440,2.2010833740234377,6.007960728236607,3.6239725748697915,2.5614585876464844,2.37451171875
448,2.864863804408482,7.217444378396739,2.2702399359809027,2.3739013671875,3.479975382486979
456,2.1062652587890627,6.754262288411458,2.4777289496527777,3.438929239908854,2.6779825846354166
464,4.04290771484375,7.111826578776042,3.100860595703125,2.5610008239746094,2.6095619201660156
472,3.1355154854910716,8.050537109375,2.5588645935058594,2.58648681640625,3.5218404134114585
480,2.4155748155381946,7.261667887369792,2.518695831298828,3.0952972412109374,2.8921988351004466
488,2.43951416015625,9.166080729166667,2.4652506510416665,2.6066246032714844,3.7902332652698862
496,4.122503662109375,7.881758256392046,2.474605984157986,2.821055951919766,2.7164306640625
504,2.3871595594618054,8.54713134765625,2.9790410580842392,2.5630226135253906,2.7874832153320312
512,3.574834187825521,2.3569132486979165,2.4710828993055554,3.043003627232143,2.7971232096354166
520,2.4195448931525734,2.47705078125,3.456171671549479,3.3924560546875,2.735481770833333
528,5.190589904785156,2.6497726440429688,2.7829630533854166,2.799361165364583,3.6635575727982954
536,2.7384745279947915,3.229771205357143,2.821419270833333,2.8350504557291667,2.8949410574776784
544,3.7525579279119317,2.4787801106770835,2.707320149739583,2.79073486328125,3.664772727272727
552,2.655719757080078,2.806563313802083,3.1069553920200894,2.9249790736607144,2.816817220052083
560,2.5894203186035156,3.4974365234375,3.0110866001674106,2.7628214518229166,3.0650111607142856
568,3.101862980769231,3.0614842006138394,2.70479736328125,3.577885945638021,3.0043727329799106
576,2.757735188802083,3.311114971454327,3.4861297607421875,2.8094523111979166,2.72872314453125
584,2.6384010314941406,4.809990776909722,3.0316641671316966,2.9904654366629466,3.391399676983173
592,3.25604248046875,3.69146728515625,2.9597255161830356,3.925453879616477,3.2017822265625
600,4.993028428819445,4.087591552734375,3.0653206961495534,2.9967869349888394,2.9238455636160716
608,2.7877685546875,4.172552490234375,2.956416538783482,2.940852573939732,3.003330775669643
616,2.9122532435825894,4.4527099609375,2.969146728515625,2.955723353794643,2.961212158203125
624,2.946476527622768,4.784966362847222,2.9448678152901784,2.9814453125,3.0624912806919644
632,4.965020073784722,4.965426974826389,2.9347054617745534,3.1119056114783654,3.026737758091518
640,2.9521920340401784,5.4772216796875,3.0037623814174106,2.9565909249441966,3.0294015066964284
648,2.9370596749441966,5.804452078683036,3.2646343524639425,3.27923583984375,3.3341522216796875
656,2.9806998116629466,6.102739606584821,3.221064640925481,3.294964130108173,3.238154484675481
664,3.0367649623325894,6.2459716796875,3.302851750300481,3.513493855794271,3.503473917643229
672,4.839619954427083,6.433020958533654,3.2759023813100963,3.3218712439903846,3.2874521108774037
680,3.1693256084735575,6.912241617838542,3.2498028094951925,3.2708834134615383,3.2929452749399037
688,3.1983407827524037,6.851003011067708,3.294921875,3.316326434795673,3.2887197641225963
696,8.26063232421875,7.00054931640625,3.9679509943181817,3.7269231622869317,3.222332294170673
704,5.935067313058036,6.936655680338542,3.127680851862981,3.22308349609375,3.424738566080729
712,3.146930401141827,7.247426350911458,3.60784912109375,3.525446573893229,3.542689005533854
720,3.146930401141827,8.00184326171875,3.505762736002604,3.5699055989583335,3.561559041341146
728,3.432215372721354,7.618197354403409,3.8708662553267046,3.6133931477864585,3.577784220377604
736,5.703304036458333,7.634066495028409,3.475092569986979,3.499048868815104,3.644159952799479
744,3.8823067801339284,8.22633056640625,3.5236663818359375,3.560389200846354,3.5685323079427085
752,6.484478290264423,8.54957275390625,3.641085537997159,5.045611213235294,4.611891004774305
760,5.91876220703125,8.41285400390625,3.5060221354166665,4.009405517578125,3.9413285688920454
768,3.4612579345703125,3.166461651141827,3.530125935872396,3.5164998372395835,3.578343709309896
776,6.2844707782451925,3.3047814002403846,3.741294167258523,3.667510986328125,3.6259002685546875
784,3.5051066080729165,3.3405558268229165,3.812155983664773,3.639803799715909,3.6428426106770835
792,6.063685825892857,3.44122314453125,3.864585182883523,3.663724032315341,3.6407526189630683
808,3.86297607421875,3.438268025716146,3.713828346946023,3.6627252752130683,3.6372514204545454
824,3.8332408558238638,3.4910685221354165,3.7425648082386362,3.7584394975142046,3.661282626065341
840,3.6908014470880683,4.02587890625,4.208074951171875,3.929115988991477,3.9435480291193183
856,3.764321067116477,4.475104437934028,4.333447265625,3.987826260653409,4.45306396484375
872,6.391704852764423,4.839077419704861,4.889879014756945,3.824196555397727,3.810208407315341
888,7.549837979403409,5.392586263020833,4.4640625,3.877402565696023,4.592970106336805
904,3.8741288618607954,5.834272112165179,4.634134928385417,5.088508605957031,4.210821533203125
920,6.998809814453125,7.068744365985577,4.723246256510417,4.091802978515625,4.501688639322917
936,4.590189615885417,6.889556884765625,4.468051486545139,4.049261474609375,4.163458251953125
952,6.783345540364583,7.3084716796875,4.676459418402778,4.112921142578125,4.20704345703125
968,4.250494384765625,7.7983176491477275,4.693271213107639,4.39820556640625,4.463907877604167
984,4.286993408203125,8.10902099609375,4.689066569010417,4.524610731336805,4.478359646267361
1000,10.196548461914062,17.921305338541668,6.807149251302083,6.097246442522321,5.466552734375
1016,4.279608154296875,13.280064174107142,4.953548655790441,4.43006591796875,4.578457302517361
1032,11.529889787946429,4.088262939453125,4.83148193359375,5.239112854003906,5.007179260253906
1048,7.124847412109375,4.18946533203125,6.14154052734375,4.701002332899305,4.511589898003472
1064,11.486686197916667,5.574922107514881,4.814663357204861,4.502699110243055,5.976919991629464
1080,4.665127224392361,4.29981689453125,4.922295464409722,5.98162841796875,4.522101508246528
1096,4.622748480902778,5.8133087158203125,6.132219587053571,5.044715881347656,4.895236545138889
1112,6.298052106584821,5.188446044921875,5.013511657714844,5.440626356336805,5.334065755208333
1128,5.7829437255859375,5.288856506347656,6.321279672475962,4.926839192708333,4.849663628472222
1144,10.815771484375,7.124331825657895,4.977227105034722,4.862955729166667,6.451237605168269
1160,4.890760633680555,6.3759296123798075,6.228787935697115,5.893824986049107,5.253990173339844
