size,current,naive,protty,multi,streaming,swar
4,1.303908348083496,0.7491231645856585,0.9074548085530599,0.9356599287553267,0.922897685657848,0.910735390403054
8,1.3719757080078125,0.9136383750221946,0.9232444763183594,0.9204944263805043,1.029443359375,0.8989957173665365
12,1.5713054950420673,1.1489846971299913,0.9313142949884589,0.9909283031116832,0.9030361175537109,0.9100695523348722
16,1.7358169555664062,1.4527533394949776,0.9658310630104758,0.9754545038396661,1.1972999572753906,1.7598622639973958
20,1.8717151988636365,1.5657413189227765,1.1694357130262587,0.9378131519664418,1.13213136461046,2.1666460539165295
24,1.976593017578125,1.770804723103841,0.956710468639027,0.942963340065696,1.11934322781033,2.1430709838867186
28,3.301051548549107,2.6776153564453127,0.9686092029918324,0.9369950727982954,1.1262991163465712,2.4083328247070312
32,2.4865139231962314,2.058146667480469,0.9473502419211648,0.9334300648082386,1.1305291917588975,2.636408805847168
36,1.3466863632202148,2.254123263888889,0.9752953269264915,1.0098812103271484,0.7959902836726263,2.74337158203125
40,1.4765129089355469,2.622952461242676,0.984328876842152,1.0782639352898848,0.7841673630934495,3.1552534836989183
44,3.090471707857572,2.6320791244506836,1.0647106170654297,0.9797932017933239,0.7697771512545072,3.375286102294922
48,1.8376249833540483,2.877874755859375,1.5261219569614954,0.9867841547185724,0.7304477691650391,3.559983571370443
52,2.404958388384651,3.123231154221755,0.9729853543368253,1.0139558965509587,0.7753703777606671,3.779482754794034
56,2.241796705457899,3.10775874211238,0.9090188344319662,0.9195026050914418,0.7488427843366351,4.031666564941406
60,2.2577607896592884,3.5709966023763022,1.0249529751864346,0.9651856855912642,0.8035084651066706,4.381356811523437
64,2.427196078830295,3.746828946200284,0.9732939980246804,0.9955305619673296,0.7976954533503606,2.8994674682617188
68,1.365668233235677,4.029209899902344,1.7606207806131113,2.0018638610839843,2.2426884969075522,3.397271474202474
72,1.4546001979282923,4.210563258120888,1.9227704134854404,1.9286658547141335,2.166400909423828,3.000591823032924
76,1.6228925264798677,5.140674591064453,3.2694127009465146,2.1887640702097038,2.17908935546875,3.7283519398082388
80,1.8952206698330967,4.619010077582465,1.7698423966117527,1.9421844482421875,2.15208595677426,3.405231475830078
84,2.037165069580078,4.884975857204861,1.735104242960612,2.052118682861328,2.252844068739149,3.9283003373579546
88,2.2303365071614585,5.012668609619141,1.7487684885660808,1.9872193769975142,2.4529885684742645,3.8749534970238093
92,2.1393470764160156,5.240621566772461,2.029063415527344,1.9330076737837358,2.25984615749783,4.291192626953125
96,2.5193138122558594,5.579353841145833,1.7534472147623699,2.6369991302490234,2.434274112477022,4.581712510850695
100,1.2762084007263184,5.761441911969866,1.8501781116832385,1.8053728739420574,2.093121337890625,4.66019524468316
104,1.468121119907924,6.2068340594951925,1.7747974395751953,1.9154878096147017,2.1989418029785157,4.8371124267578125
108,1.7299296061197917,6.156832181490385,1.7800108591715496,1.9475035233931108,2.2028262489720394,5.023199081420898
112,3.756242116292318,6.82623291015625,1.7624950408935547,1.942226063121449,2.1579856872558594,5.732622419084821
116,1.9873296564275569,6.6676890055338545,1.7680708567301433,1.946837685324929,2.258633083767361,5.634450276692708
120,2.1578102111816406,6.827934265136719,1.7764816284179688,2.0246841430664064,2.188817596435547,7.6666648171164775
124,2.1821868896484373,7.3628456809303975,1.7712052663167317,1.9648576216264204,2.2247407701280384,6.060387747628348
128,2.345483567979601,1.4681483677455358,1.854832735928622,1.9686515114524148,2.318389892578125,4.719551934136285
132,1.3609486897786458,1.5963187584510217,2.0319168090820314,2.057917022705078,2.2443406846788196,5.432257080078125
136,1.4341256277901786,1.7546552022298176,1.9518807151100852,2.0494407653808593,2.235406663682726,4.751554601332721
140,1.640389404296875,1.913817632765997,1.9082220168340773,2.019190216064453,2.3255615234375,5.588958740234375
144,3.243870661808894,2.0739013671875,1.970094160600142,2.036035919189453,2.3436431884765625,5.072198867797852
148,1.9615839177911931,2.1469078063964844,1.9597944779829546,2.092753601074219,2.276165610865543,5.726470947265625
152,2.10728759765625,2.32816399468316,2.0792190551757814,2.180469512939453,2.054606628417969,5.123832702636719
156,2.1296051025390623,2.3730765448676214,1.8631765192205256,2.0772344415838067,2.199712371826172,5.925909859793527
160,2.482008092543658,2.5894298553466797,1.991664539683949,2.0621368408203127,2.2423494127061634,5.881899152483259
164,1.4351070949009486,2.7643168131510416,2.012201690673828,2.059290313720703,2.2536917792426214,6.440863976111779
168,1.550729017991286,2.9447217668805803,1.9719869440252131,2.077928924560547,2.2702645195855036,7.051429748535156
172,1.5789172832782452,3.3358917236328125,1.9778067848899148,2.0806602478027343,2.1293075561523436,6.372058574969952
176,1.6469257061298077,3.2808802678034854,1.8457190773703835,2.0738014221191405,2.335158454047309,6.964223225911458
180,2.2276283264160157,3.7380606911399146,2.006883239746094,2.0202125549316405,2.2638058132595487,7.2030792236328125
184,2.1534461975097656,4.034001159667969,2.440961052389706,2.071894073486328,2.2095883018092106,7.450764049183238
188,2.1469549881784538,5.408565521240234,3.470489501953125,3.2631319486177883,4.243934631347656,10.566879272460938
192,4.730165269639757,4.679046630859375,1.8994861949573865,1.9694283225319602,2.1208763122558594,6.909495035807292
196,1.2630620002746582,4.474712795681423,2.1093475341796877,2.1022216796875,2.234876251220703,6.987139383951823
200,1.4771837506975447,4.861646864149305,2.198834991455078,2.2261149088541665,2.398118860581342,6.6850439453125
204,1.5988300030048077,5.289314270019531,2.2026641845703123,2.26273685031467,2.436230827780331,7.3668129660866475
208,3.019360133579799,5.403896077473958,2.2364578247070312,2.2486055162217884,2.379561530219184,6.884493509928386
212,1.9402694702148438,5.674001057942708,4.027577209472656,2.26207130833676,2.332081264919705,7.660394841974432
216,2.162059020996094,5.981436593191964,2.237060546875,2.2293116251627603,2.3488667805989585,7.069816589355469
220,2.2880672878689237,6.585423396183894,2.22342766655816,2.236974928114149,2.341660393608941,7.92620849609375
